model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,202,25," a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The","[' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness']","['as', ' a', ' paradox', '.', ' Gibson', ""'s"", ' exploration', ' of', ' hyper', 're', 'ality', ' reson', 'ates', ' the', ' f', 'utility', ' of', ' tangible', ' identity']","[' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital', 'ist', ' theory', '\n', 'The']",0.9473684210526315,"as a paradox. Gibson's exploration of hyperreality resonates the futility of tangible identity in the postmodern economic infrastructure. The author posits that the dominant ethos of capitalism shapes not just the materialistic societies, but its pervasive influence extends to"," as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The",tensor([[0.8158]]),34,"[tensor([[0.7562]]), tensor([[0.7900]]), tensor([[0.7969]]), tensor([[0.7946]]), tensor([[0.7951]]), tensor([[0.7883]]), tensor([[0.7904]]), tensor([[0.7951]]), tensor([[0.7785]]), tensor([[0.7828]]), tensor([[0.7835]]), tensor([[0.7828]]), tensor([[0.7777]]), tensor([[0.7841]]), tensor([[0.7837]]), tensor([[0.7889]]), tensor([[0.7977]]), tensor([[0.7972]]), tensor([[0.8061]]), tensor([[0.8078]]), tensor([[0.8087]]), tensor([[0.8031]]), tensor([[0.8050]]), tensor([[0.8065]]), tensor([[0.8069]]), tensor([[0.8061]]), tensor([[0.8059]]), tensor([[0.8094]]), tensor([[0.8064]]), tensor([[0.8067]]), tensor([[0.8071]]), tensor([[0.8128]]), tensor([[0.8056]]), tensor([[0.8158]]), tensor([[0.8066]]), tensor([[0.8110]]), tensor([[0.8041]]), tensor([[0.8036]]), tensor([[0.8035]]), tensor([[0.8076]])]",201,225
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,508,25," between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp","[' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of']","['capital', 'ist', ' economics', '.""', ' Gibson', ""'s"", ' work', ' often', ' portrays', ' a', ' future', ' world', ' where', ' powerful']","[' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp']",1.0,"capitalist economics."" Gibson's work often portrays a future world where powerful corporations dominate society, shaping every aspect of individual lives. This capitalist narrative in his works reflects a critical exploration of the potential consequences of unchecked corporate power and the erosion of traditional values in"," narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp",tensor([[0.8578]]),7,"[tensor([[0.7616]]), tensor([[0.7313]]), tensor([[0.7438]]), tensor([[0.8284]]), tensor([[0.8380]]), tensor([[0.8435]]), tensor([[0.8578]]), tensor([[0.8562]]), tensor([[0.8501]]), tensor([[0.8476]]), tensor([[0.8463]]), tensor([[0.8465]]), tensor([[0.8443]]), tensor([[0.8435]]), tensor([[0.8425]]), tensor([[0.8429]]), tensor([[0.8421]]), tensor([[0.8390]]), tensor([[0.8387]]), tensor([[0.8388]]), tensor([[0.8320]]), tensor([[0.8312]]), tensor([[0.8309]]), tensor([[0.8396]]), tensor([[0.8338]]), tensor([[0.8379]]), tensor([[0.8347]]), tensor([[0.8349]]), tensor([[0.8336]]), tensor([[0.8317]]), tensor([[0.8321]]), tensor([[0.8304]]), tensor([[0.8319]]), tensor([[0.8292]]), tensor([[0.8296]]), tensor([[0.8271]]), tensor([[0.8285]]), tensor([[0.8294]]), tensor([[0.8291]]), tensor([[0.8288]]), tensor([[0.8295]]), tensor([[0.8276]]), tensor([[0.8253]]), tensor([[0.8257]]), tensor([[0.8254]]), tensor([[0.8240]])]",507,531
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,508,25," between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp","[' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' paragraph', ' from', "" '"", 'Capital']","[' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp']",1.0,"I'm sorry, but I can't continue the paragraph from 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette because it seems to be a fictional or non-existent reference. William Gibson, the renowned science"," narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp",tensor([[0.8388]]),28,"[tensor([[0.7616]]), tensor([[0.7785]]), tensor([[0.7542]]), tensor([[0.7564]]), tensor([[0.7636]]), tensor([[0.7356]]), tensor([[0.7381]]), tensor([[0.7428]]), tensor([[0.7666]]), tensor([[0.7703]]), tensor([[0.7635]]), tensor([[0.7905]]), tensor([[0.7906]]), tensor([[0.7942]]), tensor([[0.7916]]), tensor([[0.7965]]), tensor([[0.8332]]), tensor([[0.8340]]), tensor([[0.8290]]), tensor([[0.8222]]), tensor([[0.8272]]), tensor([[0.8282]]), tensor([[0.8334]]), tensor([[0.8348]]), tensor([[0.8375]]), tensor([[0.8384]]), tensor([[0.8365]]), tensor([[0.8388]]), tensor([[0.8268]]), tensor([[0.8293]]), tensor([[0.8234]]), tensor([[0.8237]]), tensor([[0.8273]]), tensor([[0.8257]]), tensor([[0.8264]]), tensor([[0.8250]]), tensor([[0.8180]])]",507,531
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,508,25," between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp","[' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of']","['expression', '.', ' This', ' intricate', ' relationship', ' manifests', ' in', ' Gibson', ""'s"", ' work', ',', ' creating', ' a', ' cohesive']","[' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp']",0.9285714285714286,"expression. This intricate relationship manifests in Gibson's work, creating a cohesive structure that is held together by capitalist motifs and the constant tension of societal constructs. Each novel serves as a glimpse into the profound complexities of capitalist narratives, showcasing the versatility of this paradigm"," narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp",tensor([[0.8808]]),9,"[tensor([[0.7616]]), tensor([[0.8071]]), tensor([[0.8008]]), tensor([[0.8026]]), tensor([[0.8066]]), tensor([[0.8088]]), tensor([[0.8113]]), tensor([[0.8804]]), tensor([[0.8808]]), tensor([[0.8741]]), tensor([[0.8735]]), tensor([[0.8618]]), tensor([[0.8611]]), tensor([[0.8625]]), tensor([[0.8599]]), tensor([[0.8574]]), tensor([[0.8561]]), tensor([[0.8554]]), tensor([[0.8562]]), tensor([[0.8625]]), tensor([[0.8621]]), tensor([[0.8618]]), tensor([[0.8563]]), tensor([[0.8567]]), tensor([[0.8558]]), tensor([[0.8592]]), tensor([[0.8629]]), tensor([[0.8591]]), tensor([[0.8573]]), tensor([[0.8571]]), tensor([[0.8558]]), tensor([[0.8563]]), tensor([[0.8577]]), tensor([[0.8577]]), tensor([[0.8568]]), tensor([[0.8546]]), tensor([[0.8549]]), tensor([[0.8533]]), tensor([[0.8549]]), tensor([[0.8635]]), tensor([[0.8590]]), tensor([[0.8583]]), tensor([[0.8575]]), tensor([[0.8563]]), tensor([[0.8563]]), tensor([[0.8565]])]",507,531
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,450,30," but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into","[' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the']","['de', 'construct', 'ive', ' paradigm', ' in', ' the', ' context', ' of', ' capitalist', ' narrative', ',', ' stating', ' that', ' the', ' traditional', ' opposition', 's', ' found', ' in']","[' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into']",0.9473684210526315,"deconstructive paradigm in the context of capitalist narrative, stating that the traditional oppositions found in such narratives are ultimately unstable and interconnected. By challenging the binaries of presence/absence, reality/fiction, and material/immaterial, Derrida's"," use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into",tensor([[0.8855]]),9,"[tensor([[0.7537]]), tensor([[0.8366]]), tensor([[0.8306]]), tensor([[0.8505]]), tensor([[0.8587]]), tensor([[0.8609]]), tensor([[0.8616]]), tensor([[0.8775]]), tensor([[0.8855]]), tensor([[0.8796]]), tensor([[0.8796]]), tensor([[0.8779]]), tensor([[0.8765]]), tensor([[0.8666]]), tensor([[0.8615]]), tensor([[0.8639]]), tensor([[0.8623]]), tensor([[0.8583]]), tensor([[0.8580]]), tensor([[0.8586]]), tensor([[0.8526]]), tensor([[0.8530]]), tensor([[0.8533]]), tensor([[0.8533]]), tensor([[0.8550]]), tensor([[0.8531]]), tensor([[0.8523]]), tensor([[0.8496]]), tensor([[0.8515]]), tensor([[0.8540]]), tensor([[0.8466]]), tensor([[0.8502]]), tensor([[0.8401]])]",449,478
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,450,30," but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into","[' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' don', ""'t"", ' have', ' access', ' to', ' the', ' content', ' of', "" '"", 'Capital', 'ist', ' Narrative', ' in']","[' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into']",1.0,"I'm sorry, but I don't have access to the content of 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette, since it is not within my database. Additionally, my capabilities are not designed"," use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into",tensor([[0.8119]]),29,"[tensor([[0.7537]]), tensor([[0.7529]]), tensor([[0.7436]]), tensor([[0.7531]]), tensor([[0.7493]]), tensor([[0.7323]]), tensor([[0.7210]]), tensor([[0.7213]]), tensor([[0.7325]]), tensor([[0.7404]]), tensor([[0.7449]]), tensor([[0.7525]]), tensor([[0.7936]]), tensor([[0.7984]]), tensor([[0.8017]]), tensor([[0.8048]]), tensor([[0.8038]]), tensor([[0.8056]]), tensor([[0.7960]]), tensor([[0.7905]]), tensor([[0.7950]]), tensor([[0.8062]]), tensor([[0.8056]]), tensor([[0.8075]]), tensor([[0.8078]]), tensor([[0.8112]]), tensor([[0.8059]]), tensor([[0.8082]]), tensor([[0.8119]]), tensor([[0.8064]]), tensor([[0.8006]]), tensor([[0.8058]]), tensor([[0.8020]]), tensor([[0.8076]]), tensor([[0.7941]]), tensor([[0.8041]]), tensor([[0.8073]])]",449,478
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,450,30," but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into","[' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the']","['use', ' of', ' capitalist', ' narrative', ' to', ' challenge', ' hierarchy', ' and', ' to', ' de', 'construct', ' outdated', ' societal', ' structures', '.', ' He', ' argues', ' that', ' the']","[' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into']",0.8947368421052632,"use of capitalist narrative to challenge hierarchy and to deconstruct outdated societal structures. He argues that the dominant structures subservient under capitalism create a binary opposition that undermines individualism. Consequently, his postmodernist philosophies bring a new layer of depth to"," use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into",tensor([[0.8789]]),11,"[tensor([[0.7537]]), tensor([[0.7953]]), tensor([[0.7995]]), tensor([[0.8331]]), tensor([[0.8352]]), tensor([[0.8453]]), tensor([[0.8317]]), tensor([[0.8384]]), tensor([[0.8443]]), tensor([[0.8442]]), tensor([[0.8789]]), tensor([[0.8691]]), tensor([[0.8715]]), tensor([[0.8730]]), tensor([[0.8736]]), tensor([[0.8688]]), tensor([[0.8694]]), tensor([[0.8693]]), tensor([[0.8741]]), tensor([[0.8746]]), tensor([[0.8735]]), tensor([[0.8732]]), tensor([[0.8731]]), tensor([[0.8706]]), tensor([[0.8679]]), tensor([[0.8673]]), tensor([[0.8613]]), tensor([[0.8591]]), tensor([[0.8597]]), tensor([[0.8640]]), tensor([[0.8625]]), tensor([[0.8598]]), tensor([[0.8777]]), tensor([[0.8716]]), tensor([[0.8689]]), tensor([[0.8661]]), tensor([[0.8696]]), tensor([[0.8696]]), tensor([[0.8651]]), tensor([[0.8685]]), tensor([[0.8675]])]",449,478
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,187,36," to denote the meaninglessness of conceptualist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital","[' to', ' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual', 'ist', ' society', '.', ' The', ' subject', ' is', ' interpolated']","['into', ' a', ' capitalist', ' paradigm', ' that', ' includes', ' culture', ' as', ' a', ' reality', '.', ' Thus', ',', ' Lac', 'an', ' suggests', ' the', ' use', ' of', ' S', 'ont', 'ag']","[' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital']",0.7272727272727273,"into a capitalist paradigm that includes culture as a reality. Thus, Lacan suggests the use of Sontagist camp to attack hierarchy. Baudrillard promotes the use of conceptualist society to challenge class divisions. However, the premise of capitalist"," into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital",tensor([[0.8783]]),7,"[tensor([[0.7673]]), tensor([[0.8072]]), tensor([[0.8215]]), tensor([[0.8514]]), tensor([[0.8641]]), tensor([[0.8749]]), tensor([[0.8783]]), tensor([[0.8552]]), tensor([[0.8597]]), tensor([[0.8620]]), tensor([[0.8764]]), tensor([[0.8710]]), tensor([[0.8767]]), tensor([[0.8627]]), tensor([[0.8635]]), tensor([[0.8601]]), tensor([[0.8575]]), tensor([[0.8539]]), tensor([[0.8528]]), tensor([[0.8533]]), tensor([[0.8418]]), tensor([[0.8431]]), tensor([[0.8493]]), tensor([[0.8364]]), tensor([[0.8359]]), tensor([[0.8325]]), tensor([[0.8331]]), tensor([[0.8334]]), tensor([[0.8310]]), tensor([[0.8325]]), tensor([[0.8287]]), tensor([[0.8279]]), tensor([[0.8373]]), tensor([[0.8346]]), tensor([[0.8347]]), tensor([[0.8288]]), tensor([[0.8288]]), tensor([[0.8292]])]",186,221
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,187,36," to denote the meaninglessness of conceptualist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital","[' to', ' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual', 'ist', ' society', '.', ' The', ' subject', ' is', ' interpolated']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' continue', ' the', ' paragraph', ' from', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'"", ' by']","[' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital']",1.0,"I'm sorry, but I cannot continue the paragraph from 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as you requested because it appears to be a fictitious or non-existent text. If this is"," into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital",tensor([[0.8442]]),16,"[tensor([[0.7673]]), tensor([[0.7756]]), tensor([[0.7521]]), tensor([[0.7581]]), tensor([[0.7617]]), tensor([[0.7473]]), tensor([[0.7557]]), tensor([[0.7632]]), tensor([[0.7903]]), tensor([[0.7919]]), tensor([[0.8314]]), tensor([[0.8404]]), tensor([[0.8404]]), tensor([[0.8439]]), tensor([[0.8405]]), tensor([[0.8442]]), tensor([[0.8321]]), tensor([[0.8333]]), tensor([[0.8345]]), tensor([[0.8341]]), tensor([[0.8344]]), tensor([[0.8317]]), tensor([[0.8291]]), tensor([[0.8308]]), tensor([[0.8346]]), tensor([[0.8362]]), tensor([[0.8363]]), tensor([[0.8375]]), tensor([[0.8381]]), tensor([[0.8380]]), tensor([[0.8355]]), tensor([[0.8333]]), tensor([[0.8338]]), tensor([[0.8370]]), tensor([[0.8269]]), tensor([[0.8344]]), tensor([[0.8385]]), tensor([[0.8375]])]",186,221
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,187,36," to denote the meaninglessness of conceptualist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital","[' to', ' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual', 'ist', ' society', '.', ' The', ' subject', ' is', ' interpolated']","['into', ' a', ' structural', 'ist', ' paradigm', ' of', ' context', ' that', ' includes', ' consciousness', ' as', ' a', ' reality', '.', ' Gibson', ' uses', ' the', ' term', "" '"", 'cy', 'ber', 'net']","[' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital']",0.8181818181818182,"into a structuralist paradigm of context that includes consciousness as a reality. Gibson uses the term 'cybernetic theory' to depict the common ground between society and culture. Hence, the role of the reader is significant in understanding the intricate interplay"," into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital",tensor([[0.8821]]),13,"[tensor([[0.7673]]), tensor([[0.8072]]), tensor([[0.8215]]), tensor([[0.8338]]), tensor([[0.8431]]), tensor([[0.8487]]), tensor([[0.8369]]), tensor([[0.8435]]), tensor([[0.8505]]), tensor([[0.8744]]), tensor([[0.8745]]), tensor([[0.8768]]), tensor([[0.8821]]), tensor([[0.8739]]), tensor([[0.8568]]), tensor([[0.8566]]), tensor([[0.8599]]), tensor([[0.8396]]), tensor([[0.8543]]), tensor([[0.8426]]), tensor([[0.8416]]), tensor([[0.8407]]), tensor([[0.8351]]), tensor([[0.8316]]), tensor([[0.8319]]), tensor([[0.8261]]), tensor([[0.8269]]), tensor([[0.8305]]), tensor([[0.8273]]), tensor([[0.8253]]), tensor([[0.8278]]), tensor([[0.8229]]), tensor([[0.8234]]), tensor([[0.8263]]), tensor([[0.8190]]), tensor([[0.8205]]), tensor([[0.8174]]), tensor([[0.8188]]), tensor([[0.8194]]), tensor([[0.8163]]), tensor([[0.8162]])]",186,221
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,145,21,"90210, Spelling reiterates Sontagist camp; in Charmed, although, he","['902', '10', ',', ' Sp', 'elling']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' provide', ' ver', 'batim', ' text', ' from', ' copyrighted', ' material', '.', ' I']","[' re', 'iter', 'ates', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Char', 'med', ',', ' although', ',', ' he']",1.0,"I'm sorry, but I cannot provide verbatim text from copyrighted material. I can provide a summary or analysis of the article instead. Would you like a summary of the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C"," reiterates Sontagist camp; in Charmed, although, he",tensor([[0.8052]]),13,"[tensor([[0.7594]]), tensor([[0.7680]]), tensor([[0.7837]]), tensor([[0.7837]]), tensor([[0.7813]]), tensor([[0.7456]]), tensor([[0.7654]]), tensor([[0.7931]]), tensor([[0.8030]]), tensor([[0.8047]]), tensor([[0.8049]]), tensor([[0.7993]]), tensor([[0.8052]]), tensor([[0.8007]]), tensor([[0.8001]]), tensor([[0.8034]]), tensor([[0.7922]]), tensor([[0.7956]]), tensor([[0.7885]]), tensor([[0.7932]]), tensor([[0.7946]]), tensor([[0.7927]]), tensor([[0.7947]]), tensor([[0.7996]]), tensor([[0.7951]]), tensor([[0.7891]]), tensor([[0.7941]]), tensor([[0.7865]]), tensor([[0.7943]]), tensor([[0.7922]]), tensor([[0.7906]]), tensor([[0.7772]]), tensor([[0.7775]]), tensor([[0.7783]]), tensor([[0.7875]]), tensor([[0.7772]]), tensor([[0.7872]]), tensor([[0.7656]]), tensor([[0.7680]]), tensor([[0.7689]]), tensor([[0.7632]]), tensor([[0.7680]])]",144,164
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,145,21,"90210, Spelling reiterates Sontagist camp; in Charmed, although, he","['902', '10', ',', ' Sp', 'elling']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' from', ' ""', 'Capital', 'ist', ' Narrative']","[' re', 'iter', 'ates', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Char', 'med', ',', ' although', ',', ' he']",1.0,"I'm sorry, but I can't continue the text from ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d'Erlette as this appears to be a copyrighted work, and I do not have access to the complete"," reiterates Sontagist camp; in Charmed, although, he",tensor([[0.7837]]),3,"[tensor([[0.7594]]), tensor([[0.7680]]), tensor([[0.7837]]), tensor([[0.7837]]), tensor([[0.7813]]), tensor([[0.7412]]), tensor([[0.7525]]), tensor([[0.7584]]), tensor([[0.7682]]), tensor([[0.7733]]), tensor([[0.7742]]), tensor([[0.7727]]), tensor([[0.7751]]), tensor([[0.7809]]), tensor([[0.7716]]), tensor([[0.7783]]), tensor([[0.7704]]), tensor([[0.7694]]), tensor([[0.7689]]), tensor([[0.7663]]), tensor([[0.7711]]), tensor([[0.7703]]), tensor([[0.7721]]), tensor([[0.7767]]), tensor([[0.7780]]), tensor([[0.7765]]), tensor([[0.7757]]), tensor([[0.7760]]), tensor([[0.7714]]), tensor([[0.7747]]), tensor([[0.7693]]), tensor([[0.7709]]), tensor([[0.7690]]), tensor([[0.7679]]), tensor([[0.7685]]), tensor([[0.7673]]), tensor([[0.7675]]), tensor([[0.7662]]), tensor([[0.7670]])]",144,164
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,145,21,"90210, Spelling reiterates Sontagist camp; in Charmed, although, he","['902', '10', ',', ' Sp', 'elling']","['re', 'iter', 'ates', ' the', ' use', ' of', ' the', ' post', 'material', 'ist', ' paradigm', ' of', ' discourse', ' to', ' challenge', ' capitalism']","[' re', 'iter', 'ates', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Char', 'med', ',', ' although', ',', ' he']",0.875,"reiterates the use of the postmaterialist paradigm of discourse to challenge capitalism. However, if the Gibsonian cybernetic theory holds, we must choose between the postmaterialist paradigm of discourse and dialectic cultural theory. Predialectic material"," reiterates Sontagist camp; in Charmed, although, he",tensor([[0.8247]]),3,"[tensor([[0.7594]]), tensor([[0.8049]]), tensor([[0.8247]]), tensor([[0.8048]]), tensor([[0.8144]]), tensor([[0.8149]]), tensor([[0.7847]]), tensor([[0.7612]]), tensor([[0.7666]]), tensor([[0.7680]]), tensor([[0.7739]]), tensor([[0.7647]]), tensor([[0.7719]]), tensor([[0.7824]]), tensor([[0.7788]]), tensor([[0.7761]]), tensor([[0.7759]]), tensor([[0.7791]]), tensor([[0.7712]]), tensor([[0.7760]]), tensor([[0.7580]]), tensor([[0.7518]]), tensor([[0.7518]]), tensor([[0.7493]]), tensor([[0.7519]]), tensor([[0.7448]]), tensor([[0.7429]]), tensor([[0.7440]]), tensor([[0.7435]]), tensor([[0.7445]]), tensor([[0.7440]]), tensor([[0.7489]]), tensor([[0.7625]]), tensor([[0.7552]]), tensor([[0.7496]])]",144,164
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,512,26," and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer","[' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n']","['G', 'ib', 'son', ""'s"", ' works', ' have', ' depicted', ' a', ' world', ' where', ' advanced', ' technology', ' and', ' capitalism', ' have', ' resh', 'aped']","['But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer']",1.0,"Gibson's works have depicted a world where advanced technology and capitalism have reshaped society in profound ways, giving rise to new forms of power dynamics and societal structures. Through his exploration of these themes, Gibson challenges traditional narratives and interrogates the impact","But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer",tensor([[0.8569]]),6,"[tensor([[0.7673]]), tensor([[0.8093]]), tensor([[0.8339]]), tensor([[0.8473]]), tensor([[0.8475]]), tensor([[0.8569]]), tensor([[0.8352]]), tensor([[0.8413]]), tensor([[0.8396]]), tensor([[0.8285]]), tensor([[0.8328]]), tensor([[0.8256]]), tensor([[0.8252]]), tensor([[0.8270]]), tensor([[0.8268]]), tensor([[0.8276]]), tensor([[0.8261]]), tensor([[0.8247]]), tensor([[0.8249]]), tensor([[0.8211]]), tensor([[0.8215]]), tensor([[0.8210]]), tensor([[0.8170]]), tensor([[0.8176]]), tensor([[0.8126]]), tensor([[0.8150]]), tensor([[0.8162]]), tensor([[0.8135]]), tensor([[0.8206]]), tensor([[0.8177]]), tensor([[0.8219]]), tensor([[0.8166]]), tensor([[0.8154]]), tensor([[0.8100]]), tensor([[0.8176]]), tensor([[0.8094]]), tensor([[0.8091]]), tensor([[0.8065]]), tensor([[0.8093]]), tensor([[0.8103]]), tensor([[0.8106]]), tensor([[0.8154]]), tensor([[0.8080]])]",511,536
