,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
165,240,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,157,32," camp; in Charmed, although, he affirms capitalist narrative.
In a sense, Debord uses the term ‘Sontagist camp’ to denote","[' camp', ';', ' in', ' Char', 'med', ',', ' although', ',', ' he', ' aff', 'irms', ' capitalist', ' narrative', '.\n', 'In']","['his', ' analysis', ',', ' d', '’', 'Er', 'lette', ' dives', ' deeper', ' into', ' Gibson', ""'s"", ' interpretation', ' of', ' capitalist', ' narrative', ',']","[' a', ' sense', ',', ' Deb', 'ord', ' uses', ' the', ' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote']",0.9411764705882352,"his analysis, d’Erlette dives deeper into Gibson's interpretation of capitalist narrative, underlining the notion that it is overwhelmed with patriarchal connotations while also providing insights into its structural paradigms. He observes that capitalism serves as the crux"," a sense, Debord uses the term ‘Sontagist camp’ to denote",tensor([[0.7988]]),30,"[tensor([[0.7540]]), tensor([[0.7928]]), tensor([[0.7935]]), tensor([[0.7905]]), tensor([[0.7701]]), tensor([[0.7808]]), tensor([[0.7827]]), tensor([[0.7692]]), tensor([[0.7758]]), tensor([[0.7788]]), tensor([[0.7875]]), tensor([[0.7860]]), tensor([[0.7827]]), tensor([[0.7839]]), tensor([[0.7806]]), tensor([[0.7832]]), tensor([[0.7839]]), tensor([[0.7835]]), tensor([[0.7866]]), tensor([[0.7836]]), tensor([[0.7883]]), tensor([[0.7940]]), tensor([[0.7970]]), tensor([[0.7972]]), tensor([[0.7929]]), tensor([[0.7894]]), tensor([[0.7917]]), tensor([[0.7921]]), tensor([[0.7899]]), tensor([[0.7988]]), tensor([[0.7896]]), tensor([[0.7848]]), tensor([[0.7854]]), tensor([[0.7828]]), tensor([[0.7803]]), tensor([[0.7826]]), tensor([[0.7827]]), tensor([[0.7749]])]",156,187,0.3033088235294117
167,243,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,34,39," , it is not so much class that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan uses the term ‘capitalist","[' ,', ' it', ' is', ' not', ' so', ' much', ' class', ' that', ' is', ' intr']","['ins', 'ically', ' un', 'att', 'ain', 'able', ',', ' but', ' rather', ' the', ' paradigm', ',', ' and', ' eventually', ' the', ' f', 'utility', ',', ' of', ' class', '.', ' Gibson', ' suggests', ' the', ' use', ' of', ' ne', 'ot', 'ext']","['ins', 'ically', ' elit', 'ist', ',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist']",0.6551724137931034,"insically unattainable, but rather the paradigm, and eventually the futility, of class. Gibson suggests the use of neotextual narrative to challenge and analyse society. Nevertheless, it could be interpreted that an abundance of discourses concerning","insically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan uses the term ‘capitalist",tensor([[0.8523]]),18,"[tensor([[0.7531]]), tensor([[0.7947]]), tensor([[0.8197]]), tensor([[0.8163]]), tensor([[0.8243]]), tensor([[0.8301]]), tensor([[0.8214]]), tensor([[0.8247]]), tensor([[0.8172]]), tensor([[0.8231]]), tensor([[0.8141]]), tensor([[0.8234]]), tensor([[0.8463]]), tensor([[0.8512]]), tensor([[0.8486]]), tensor([[0.8497]]), tensor([[0.8518]]), tensor([[0.8523]]), tensor([[0.8506]]), tensor([[0.8418]]), tensor([[0.8381]]), tensor([[0.8413]]), tensor([[0.8398]]), tensor([[0.8379]]), tensor([[0.8340]]), tensor([[0.8350]]), tensor([[0.8379]]), tensor([[0.8381]]), tensor([[0.8379]]), tensor([[0.8353]]), tensor([[0.8324]]), tensor([[0.8327]]), tensor([[0.8335]]), tensor([[0.8316]]), tensor([[0.8297]]), tensor([[0.8278]])]",33,71,0.3033088235294117
169,246,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,357,24," theme of Buxton’s[3] critique of capitalist narrative is the stasis, and some would say the meaning","[' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']', ' critique', ' of', ' capitalist']","['n', 'arr', 'ative', ' is', ' the', ' role', ' of', ' the', ' reader', ' as', ' observer', '.']","[' narrative', ' is', ' the', ' st', 'asis', ',', ' and', ' some', ' would', ' say', ' the', ' meaning']",1.0,"narrative is the role of the reader as observer. Essentially, Buxton posits that Gibson's works explore the delicate interplay between subjectivity and the capitalist society, subtly challenging the reader to reassess their position within their own capitalist realities"," narrative is the stasis, and some would say the meaning",tensor([[0.9115]]),4,"[tensor([[0.7697]]), tensor([[0.8643]]), tensor([[0.8949]]), tensor([[0.9115]]), tensor([[0.8953]]), tensor([[0.8997]]), tensor([[0.9015]]), tensor([[0.8819]]), tensor([[0.8839]]), tensor([[0.8761]]), tensor([[0.8896]]), tensor([[0.8715]]), tensor([[0.8690]]), tensor([[0.8644]]), tensor([[0.8617]]), tensor([[0.8597]]), tensor([[0.8543]]), tensor([[0.8519]]), tensor([[0.8553]]), tensor([[0.8502]]), tensor([[0.8492]]), tensor([[0.8459]]), tensor([[0.8372]]), tensor([[0.8378]]), tensor([[0.8402]]), tensor([[0.8509]]), tensor([[0.8414]]), tensor([[0.8399]]), tensor([[0.8362]]), tensor([[0.8421]]), tensor([[0.8396]]), tensor([[0.8405]]), tensor([[0.8384]]), tensor([[0.8407]]), tensor([[0.8380]]), tensor([[0.8359]]), tensor([[0.8380]]), tensor([[0.8376]]), tensor([[0.8369]])]",356,379,0.3033088235294117
171,249,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,46,40," elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
","[' elit', 'ist', ',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and', ' some']","['would', ' say', ' the', ' paradox', ',', ' of', ' post', 'modern', ' society', ' that', ' is', ' presented', ' in', ' Gibson', ""'s"", ' works', '.', ' The', ' prevalent', ' theme', ' we', ' see', ' is', ' not', ' the', ' endorsement', ' of', ' capitalism', ' as']","[' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but', ' sub', 'de', 'construction', '.\n']",0.8620689655172413,"would say the paradox, of postmodern society that is presented in Gibson's works. The prevalent theme we see is not the endorsement of capitalism as many might assume based on a superficial reading, but rather an exploration of its implications on an increasingly digitized"," would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
",tensor([[0.8747]]),25,"[tensor([[0.7981]]), tensor([[0.7823]]), tensor([[0.7718]]), tensor([[0.7916]]), tensor([[0.8209]]), tensor([[0.8183]]), tensor([[0.8521]]), tensor([[0.8488]]), tensor([[0.8320]]), tensor([[0.8430]]), tensor([[0.8428]]), tensor([[0.8462]]), tensor([[0.8411]]), tensor([[0.8368]]), tensor([[0.8335]]), tensor([[0.8437]]), tensor([[0.8561]]), tensor([[0.8479]]), tensor([[0.8600]]), tensor([[0.8505]]), tensor([[0.8605]]), tensor([[0.8564]]), tensor([[0.8647]]), tensor([[0.8631]]), tensor([[0.8747]]), tensor([[0.8695]]), tensor([[0.8705]]), tensor([[0.8707]]), tensor([[0.8705]]), tensor([[0.8707]]), tensor([[0.8706]]), tensor([[0.8636]]), tensor([[0.8700]]), tensor([[0.8739]]), tensor([[0.8689]]), tensor([[0.8683]]), tensor([[0.8613]]), tensor([[0.8678]]), tensor([[0.8662]]), tensor([[0.8674]]), tensor([[0.8672]]), tensor([[0.8664]]), tensor([[0.8620]]), tensor([[0.8656]]), tensor([[0.8654]])]",45,84,0.3033088235294117
173,252,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,548,39," of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition,","[' of', ' the', ' works', ' of', ' Gibson', ' is']","['imb', 'ued', ' with', ' a', ' characteristic', ' understanding', ' of', ' capitalist', ' themes', ' as', ' an', ' exper', 'ient', 'ial', ' reality', '.', ' The', ' driving', ' principles', ' of', ' capitalism', ',', ' along', ' with', ' its', ' inherent', ' contradictions', ' and', ' paradox', 'es', ',', ' emerge', ' as']","[' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',']",0.9696969696969696,"imbued with a characteristic understanding of capitalist themes as an experiential reality. The driving principles of capitalism, along with its inherent contradictions and paradoxes, emerge as a recurrent motif in his literary presentations. Gibson's narrative, far from endorsing a ut"," a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition,",tensor([[0.8684]]),35,"[tensor([[0.7530]]), tensor([[0.7395]]), tensor([[0.7646]]), tensor([[0.7769]]), tensor([[0.8077]]), tensor([[0.7966]]), tensor([[0.8037]]), tensor([[0.8168]]), tensor([[0.8300]]), tensor([[0.8357]]), tensor([[0.8361]]), tensor([[0.8256]]), tensor([[0.8199]]), tensor([[0.8366]]), tensor([[0.8378]]), tensor([[0.8365]]), tensor([[0.8386]]), tensor([[0.8357]]), tensor([[0.8356]]), tensor([[0.8340]]), tensor([[0.8352]]), tensor([[0.8361]]), tensor([[0.8372]]), tensor([[0.8345]]), tensor([[0.8350]]), tensor([[0.8270]]), tensor([[0.8273]]), tensor([[0.8276]]), tensor([[0.8260]]), tensor([[0.8342]]), tensor([[0.8336]]), tensor([[0.8361]]), tensor([[0.8333]]), tensor([[0.8377]]), tensor([[0.8684]]), tensor([[0.8664]]), tensor([[0.8663]]), tensor([[0.8641]]), tensor([[0.8644]]), tensor([[0.8655]]), tensor([[0.8679]])]",547,585,0.3033088235294117
175,255,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,382,38,", of predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer as observer exist.
","[',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',', ' Sc', 'ug', 'lia', '[', '4']","[']', ' suggests', ' that', ' we', ' have', ' to', ' choose', ' between', ' capitalist', ' narrative', ' and', ' structural', ' nationalism', '.', ' However', ',', ' this', ' choice', ' is', ' often', ' skewed', ' by', ' societal']","[']', ' holds', ' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role', ' of', ' the', ' writer', ' as', ' observer', ' exist', '.\n']",0.9130434782608696,"] suggests that we have to choose between capitalist narrative and structural nationalism. However, this choice is often skewed by societal prejudices and preconceived notions about capitalism, thus blurring the line between this dichotomy. The subject is interpolated into a structural paradigm","] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer as observer exist.
",tensor([[0.7991]]),6,"[tensor([[0.7420]]), tensor([[0.7727]]), tensor([[0.7871]]), tensor([[0.7956]]), tensor([[0.7920]]), tensor([[0.7991]]), tensor([[0.7888]]), tensor([[0.7792]]), tensor([[0.7773]]), tensor([[0.7522]]), tensor([[0.7732]]), tensor([[0.7806]]), tensor([[0.7752]]), tensor([[0.7663]]), tensor([[0.7727]]), tensor([[0.7715]]), tensor([[0.7719]]), tensor([[0.7683]]), tensor([[0.7718]]), tensor([[0.7665]]), tensor([[0.7656]]), tensor([[0.7656]]), tensor([[0.7619]]), tensor([[0.7635]]), tensor([[0.7609]]), tensor([[0.7563]]), tensor([[0.7571]]), tensor([[0.7634]]), tensor([[0.7596]]), tensor([[0.7546]]), tensor([[0.7565]]), tensor([[0.7525]]), tensor([[0.7495]]), tensor([[0.7511]]), tensor([[0.7569]]), tensor([[0.7537]]), tensor([[0.7481]]), tensor([[0.7473]]), tensor([[0.7434]]), tensor([[0.7420]]), tensor([[0.7415]]), tensor([[0.7430]]), tensor([[0.7398]])]",381,418,0.3033088235294117
177,258,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,572,25," theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of","[' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also']","['a', ' reflection', ' on', ' the', ' capitalist', ' narrative', '.', ' The', ' patterns', ' of', ' consumer', 'ism', ' and', ' market', ' dynamics']","[' evident', ' in', ' Pattern', ' Recognition', ',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of']",1.0,"a reflection on the capitalist narrative. The patterns of consumerism and market dynamics, entrenched in his hyperreal depiction of a technologically advanced society, push the reader to question the implications of capitalism on human relationships and individual identity. Gibson interweaves characters"," evident in Pattern Recognition, although in a more semantic sense. An abundance of",tensor([[0.8288]]),9,"[tensor([[0.7758]]), tensor([[0.8023]]), tensor([[0.8105]]), tensor([[0.8096]]), tensor([[0.8117]]), tensor([[0.7834]]), tensor([[0.7911]]), tensor([[0.7961]]), tensor([[0.8288]]), tensor([[0.8216]]), tensor([[0.8085]]), tensor([[0.8097]]), tensor([[0.8084]]), tensor([[0.8113]]), tensor([[0.8106]]), tensor([[0.8156]]), tensor([[0.8154]]), tensor([[0.8141]]), tensor([[0.8164]]), tensor([[0.8144]]), tensor([[0.8103]]), tensor([[0.8206]]), tensor([[0.8221]]), tensor([[0.8189]]), tensor([[0.8160]]), tensor([[0.8158]]), tensor([[0.8150]]), tensor([[0.8149]]), tensor([[0.8172]]), tensor([[0.8148]]), tensor([[0.8174]]), tensor([[0.8155]]), tensor([[0.8133]]), tensor([[0.8145]]), tensor([[0.8141]]), tensor([[0.8104]]), tensor([[0.8094]]), tensor([[0.8099]]), tensor([[0.8169]]), tensor([[0.8120]]), tensor([[0.7921]]), tensor([[0.7863]])]",571,595,0.3033088235294117
179,261,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,202,25," a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The","[' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness']","['as', ' a', ' paradox', '.', ' Gibson', ""'s"", ' exploration', ' of', ' hyper', 're', 'ality', ' reson', 'ates', ' the', ' f', 'utility', ' of', ' tangible', ' identity']","[' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital', 'ist', ' theory', '\n', 'The']",0.9473684210526316,"as a paradox. Gibson's exploration of hyperreality resonates the futility of tangible identity in the postmodern economic infrastructure. The author posits that the dominant ethos of capitalism shapes not just the materialistic societies, but its pervasive influence extends to"," as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The",tensor([[0.8158]]),34,"[tensor([[0.7562]]), tensor([[0.7900]]), tensor([[0.7969]]), tensor([[0.7946]]), tensor([[0.7951]]), tensor([[0.7883]]), tensor([[0.7904]]), tensor([[0.7951]]), tensor([[0.7785]]), tensor([[0.7828]]), tensor([[0.7835]]), tensor([[0.7828]]), tensor([[0.7777]]), tensor([[0.7841]]), tensor([[0.7837]]), tensor([[0.7889]]), tensor([[0.7977]]), tensor([[0.7972]]), tensor([[0.8061]]), tensor([[0.8078]]), tensor([[0.8087]]), tensor([[0.8031]]), tensor([[0.8050]]), tensor([[0.8065]]), tensor([[0.8069]]), tensor([[0.8061]]), tensor([[0.8059]]), tensor([[0.8094]]), tensor([[0.8064]]), tensor([[0.8067]]), tensor([[0.8071]]), tensor([[0.8128]]), tensor([[0.8056]]), tensor([[0.8158]]), tensor([[0.8066]]), tensor([[0.8110]]), tensor([[0.8041]]), tensor([[0.8036]]), tensor([[0.8035]]), tensor([[0.8076]])]",201,225,0.3033088235294117
181,264,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,508,25," between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp","[' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of']","['expression', '.', ' This', ' intricate', ' relationship', ' manifests', ' in', ' Gibson', ""'s"", ' work', ',', ' creating', ' a', ' cohesive']","[' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp']",0.9285714285714286,"expression. This intricate relationship manifests in Gibson's work, creating a cohesive structure that is held together by capitalist motifs and the constant tension of societal constructs. Each novel serves as a glimpse into the profound complexities of capitalist narratives, showcasing the versatility of this paradigm"," narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp",tensor([[0.8808]]),9,"[tensor([[0.7616]]), tensor([[0.8071]]), tensor([[0.8008]]), tensor([[0.8026]]), tensor([[0.8066]]), tensor([[0.8088]]), tensor([[0.8113]]), tensor([[0.8804]]), tensor([[0.8808]]), tensor([[0.8741]]), tensor([[0.8735]]), tensor([[0.8618]]), tensor([[0.8611]]), tensor([[0.8625]]), tensor([[0.8599]]), tensor([[0.8574]]), tensor([[0.8561]]), tensor([[0.8554]]), tensor([[0.8562]]), tensor([[0.8625]]), tensor([[0.8621]]), tensor([[0.8618]]), tensor([[0.8563]]), tensor([[0.8567]]), tensor([[0.8558]]), tensor([[0.8592]]), tensor([[0.8629]]), tensor([[0.8591]]), tensor([[0.8573]]), tensor([[0.8571]]), tensor([[0.8558]]), tensor([[0.8563]]), tensor([[0.8577]]), tensor([[0.8577]]), tensor([[0.8568]]), tensor([[0.8546]]), tensor([[0.8549]]), tensor([[0.8533]]), tensor([[0.8549]]), tensor([[0.8635]]), tensor([[0.8590]]), tensor([[0.8583]]), tensor([[0.8575]]), tensor([[0.8563]]), tensor([[0.8563]]), tensor([[0.8565]])]",507,531,0.3033088235294117
183,267,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,450,30," but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into","[' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the']","['use', ' of', ' capitalist', ' narrative', ' to', ' challenge', ' hierarchy', ' and', ' to', ' de', 'construct', ' outdated', ' societal', ' structures', '.', ' He', ' argues', ' that', ' the']","[' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into']",0.8947368421052632,"use of capitalist narrative to challenge hierarchy and to deconstruct outdated societal structures. He argues that the dominant structures subservient under capitalism create a binary opposition that undermines individualism. Consequently, his postmodernist philosophies bring a new layer of depth to"," use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into",tensor([[0.8789]]),11,"[tensor([[0.7537]]), tensor([[0.7953]]), tensor([[0.7995]]), tensor([[0.8331]]), tensor([[0.8352]]), tensor([[0.8453]]), tensor([[0.8317]]), tensor([[0.8384]]), tensor([[0.8443]]), tensor([[0.8442]]), tensor([[0.8789]]), tensor([[0.8691]]), tensor([[0.8715]]), tensor([[0.8730]]), tensor([[0.8736]]), tensor([[0.8688]]), tensor([[0.8694]]), tensor([[0.8693]]), tensor([[0.8741]]), tensor([[0.8746]]), tensor([[0.8735]]), tensor([[0.8732]]), tensor([[0.8731]]), tensor([[0.8706]]), tensor([[0.8679]]), tensor([[0.8673]]), tensor([[0.8613]]), tensor([[0.8591]]), tensor([[0.8597]]), tensor([[0.8640]]), tensor([[0.8625]]), tensor([[0.8598]]), tensor([[0.8777]]), tensor([[0.8716]]), tensor([[0.8689]]), tensor([[0.8661]]), tensor([[0.8696]]), tensor([[0.8696]]), tensor([[0.8651]]), tensor([[0.8685]]), tensor([[0.8675]])]",449,478,0.3033088235294117
185,270,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,187,36," to denote the meaninglessness of conceptualist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital","[' to', ' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual', 'ist', ' society', '.', ' The', ' subject', ' is', ' interpolated']","['into', ' a', ' structural', 'ist', ' paradigm', ' of', ' context', ' that', ' includes', ' consciousness', ' as', ' a', ' reality', '.', ' Gibson', ' uses', ' the', ' term', "" '"", 'cy', 'ber', 'net']","[' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital']",0.8181818181818182,"into a structuralist paradigm of context that includes consciousness as a reality. Gibson uses the term 'cybernetic theory' to depict the common ground between society and culture. Hence, the role of the reader is significant in understanding the intricate interplay"," into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapital",tensor([[0.8821]]),13,"[tensor([[0.7673]]), tensor([[0.8072]]), tensor([[0.8215]]), tensor([[0.8338]]), tensor([[0.8431]]), tensor([[0.8487]]), tensor([[0.8369]]), tensor([[0.8435]]), tensor([[0.8505]]), tensor([[0.8744]]), tensor([[0.8745]]), tensor([[0.8768]]), tensor([[0.8821]]), tensor([[0.8739]]), tensor([[0.8568]]), tensor([[0.8566]]), tensor([[0.8599]]), tensor([[0.8396]]), tensor([[0.8543]]), tensor([[0.8426]]), tensor([[0.8416]]), tensor([[0.8407]]), tensor([[0.8351]]), tensor([[0.8316]]), tensor([[0.8319]]), tensor([[0.8261]]), tensor([[0.8269]]), tensor([[0.8305]]), tensor([[0.8273]]), tensor([[0.8253]]), tensor([[0.8278]]), tensor([[0.8229]]), tensor([[0.8234]]), tensor([[0.8263]]), tensor([[0.8190]]), tensor([[0.8205]]), tensor([[0.8174]]), tensor([[0.8188]]), tensor([[0.8194]]), tensor([[0.8163]]), tensor([[0.8162]])]",186,221,0.3033088235294117
186,273,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,145,21,"90210, Spelling reiterates Sontagist camp; in Charmed, although, he","['902', '10', ',', ' Sp', 'elling']","['re', 'iter', 'ates', ' the', ' use', ' of', ' the', ' post', 'material', 'ist', ' paradigm', ' of', ' discourse', ' to', ' challenge', ' capitalism']","[' re', 'iter', 'ates', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Char', 'med', ',', ' although', ',', ' he']",0.875,"reiterates the use of the postmaterialist paradigm of discourse to challenge capitalism. However, if the Gibsonian cybernetic theory holds, we must choose between the postmaterialist paradigm of discourse and dialectic cultural theory. Predialectic material"," reiterates Sontagist camp; in Charmed, although, he",tensor([[0.8247]]),3,"[tensor([[0.7594]]), tensor([[0.8049]]), tensor([[0.8247]]), tensor([[0.8048]]), tensor([[0.8144]]), tensor([[0.8149]]), tensor([[0.7847]]), tensor([[0.7612]]), tensor([[0.7666]]), tensor([[0.7680]]), tensor([[0.7739]]), tensor([[0.7647]]), tensor([[0.7719]]), tensor([[0.7824]]), tensor([[0.7788]]), tensor([[0.7761]]), tensor([[0.7759]]), tensor([[0.7791]]), tensor([[0.7712]]), tensor([[0.7760]]), tensor([[0.7580]]), tensor([[0.7518]]), tensor([[0.7518]]), tensor([[0.7493]]), tensor([[0.7519]]), tensor([[0.7448]]), tensor([[0.7429]]), tensor([[0.7440]]), tensor([[0.7435]]), tensor([[0.7445]]), tensor([[0.7440]]), tensor([[0.7489]]), tensor([[0.7625]]), tensor([[0.7552]]), tensor([[0.7496]])]",144,164,0.3033088235294117
188,276,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,512,26," and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer","[' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n']","['G', 'ib', 'son', ""'s"", ' works', ' resonate', ' with', ' a', ' capitalist', ' narrative', ' that', ' threads', ' through', ' the', ' intricate', ' tape', 'stry']","['But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer']",1.0,Gibson's works resonate with a capitalist narrative that threads through the intricate tapestry of his cyberpunk genre. This narrative not only reflects upon the prevailing capitalist system but also critiques its potentially dystopian impact on a technologically driven future. The post,"But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer",tensor([[0.8611]]),6,"[tensor([[0.7673]]), tensor([[0.8093]]), tensor([[0.8339]]), tensor([[0.8463]]), tensor([[0.8527]]), tensor([[0.8611]]), tensor([[0.8348]]), tensor([[0.8347]]), tensor([[0.8414]]), tensor([[0.8422]]), tensor([[0.8426]]), tensor([[0.8462]]), tensor([[0.8459]]), tensor([[0.8458]]), tensor([[0.8459]]), tensor([[0.8459]]), tensor([[0.8476]]), tensor([[0.8406]]), tensor([[0.8389]]), tensor([[0.8413]]), tensor([[0.8489]]), tensor([[0.8401]]), tensor([[0.8377]]), tensor([[0.8363]]), tensor([[0.8361]]), tensor([[0.8363]]), tensor([[0.8368]]), tensor([[0.8355]]), tensor([[0.8335]]), tensor([[0.8338]]), tensor([[0.8330]]), tensor([[0.8339]]), tensor([[0.8350]]), tensor([[0.8330]]), tensor([[0.8309]]), tensor([[0.8301]]), tensor([[0.8317]]), tensor([[0.8305]]), tensor([[0.8297]]), tensor([[0.8365]]), tensor([[0.8309]]), tensor([[0.8278]])]",511,536,0.3033088235294117
190,279,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,254,31," However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist","[' However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp']","['ek', 'tor', ""'s"", ' critique', ' of', ' cultural', ' pretext', 'ual', ' theory', ' is', ' also', ' evident', ' in', ' Gibson', ""'s"", ' seminal', ' work', ',', "" '"", 'Ne']","['elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist']",1.0,"ektor's critique of cultural pretextual theory is also evident in Gibson's seminal work, 'Neuromancer.' Through his characters, Gibson juxtaposes elements of capitalism and counterculture, highlighting a struggle between ideological freedom and market-driven constraints.","elling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist",tensor([[0.7720]]),23,"[tensor([[0.7354]]), tensor([[0.7292]]), tensor([[0.7409]]), tensor([[0.7508]]), tensor([[0.7359]]), tensor([[0.7317]]), tensor([[0.7291]]), tensor([[0.7300]]), tensor([[0.7381]]), tensor([[0.7375]]), tensor([[0.7401]]), tensor([[0.7448]]), tensor([[0.7424]]), tensor([[0.7322]]), tensor([[0.7292]]), tensor([[0.7364]]), tensor([[0.7355]]), tensor([[0.7353]]), tensor([[0.7382]]), tensor([[0.7373]]), tensor([[0.7386]]), tensor([[0.7367]]), tensor([[0.7720]]), tensor([[0.7646]]), tensor([[0.7615]]), tensor([[0.7529]]), tensor([[0.7538]]), tensor([[0.7504]]), tensor([[0.7525]]), tensor([[0.7516]]), tensor([[0.7497]]), tensor([[0.7511]]), tensor([[0.7496]]), tensor([[0.7521]])]",253,283,0.3033088235294117
