,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
329,gpt-4,Lorem Ipsum Standard Passage,55,29," voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa","[' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla']","['par', 'i', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in']","[' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa']",0.1666666666666666,"pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa",tensor([[1.0000]]),11,"[tensor([[0.8036]]), tensor([[0.9050]]), tensor([[0.9337]]), tensor([[0.9441]]), tensor([[0.9592]]), tensor([[0.9746]]), tensor([[0.9790]]), tensor([[0.9815]]), tensor([[0.9865]]), tensor([[0.9865]]), tensor([[1.0000]]), tensor([[0.9984]]), tensor([[0.9927]]), tensor([[0.9919]]), tensor([[0.9903]]), tensor([[0.9890]]), tensor([[0.9855]]), tensor([[0.9860]]), tensor([[0.9782]])]",54,82
332,gpt-4,Lorem Ipsum Standard Passage,50,28, dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non,"[' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum']","['d', 'ol', 'ore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid']","[' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non']",0.2941176470588235,"dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non,tensor([[1.]]),11,"[tensor([[0.8072]]), tensor([[0.8423]]), tensor([[0.8461]]), tensor([[0.8910]]), tensor([[0.9232]]), tensor([[0.9446]]), tensor([[0.9682]]), tensor([[0.9739]]), tensor([[0.9830]]), tensor([[0.9976]]), tensor([[1.]]), tensor([[0.9920]]), tensor([[0.9933]]), tensor([[0.9926]]), tensor([[0.9891]]), tensor([[0.9899]]), tensor([[0.9863]]), tensor([[0.9862]]), tensor([[0.9855]]), tensor([[0.9847]]), tensor([[0.9807]]), tensor([[0.9814]]), tensor([[0.9768]])]",49,76
335,gpt-4,Lorem Ipsum Standard Passage,52,28, reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident,"[' repreh', 'enderit', ' in', ' volupt', 'ate']","['vel', 'it', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro']","[' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident']",0.1304347826086956,"velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident,tensor([[0.9973]]),17,"[tensor([[0.8082]]), tensor([[0.8121]]), tensor([[0.8030]]), tensor([[0.8723]]), tensor([[0.8965]]), tensor([[0.8919]]), tensor([[0.9251]]), tensor([[0.9468]]), tensor([[0.9537]]), tensor([[0.9705]]), tensor([[0.9756]]), tensor([[0.9827]]), tensor([[0.9948]]), tensor([[0.9968]]), tensor([[0.9962]]), tensor([[0.9973]]), tensor([[0.9973]]), tensor([[0.9945]]), tensor([[0.9944]]), tensor([[0.9910]]), tensor([[0.9905]]), tensor([[0.9892]]), tensor([[0.9892]]), tensor([[0.9855]]), tensor([[0.9850]]), tensor([[0.9805]])]",51,78
338,gpt-4,Lorem Ipsum Standard Passage,12,29," do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip","[' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore']","['m', 'agna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu']","[' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip']",0.1428571428571428,"magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur."," magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip",tensor([[1.0000]]),16,"[tensor([[0.8028]]), tensor([[0.8438]]), tensor([[0.9212]]), tensor([[0.9049]]), tensor([[0.9434]]), tensor([[0.9354]]), tensor([[0.9587]]), tensor([[0.9718]]), tensor([[0.9739]]), tensor([[0.9729]]), tensor([[0.9885]]), tensor([[0.9909]]), tensor([[0.9962]]), tensor([[0.9969]]), tensor([[0.9974]]), tensor([[1.0000]]), tensor([[0.9992]]), tensor([[0.9977]]), tensor([[0.9972]]), tensor([[0.9935]]), tensor([[0.9943]]), tensor([[0.9937]]), tensor([[0.9939]]), tensor([[0.9925]]), tensor([[0.9916]]), tensor([[0.9876]]), tensor([[0.9865]]), tensor([[0.9852]]), tensor([[0.9862]]), tensor([[0.9864]]), tensor([[0.9838]]), tensor([[0.9829]]), tensor([[0.9781]]), tensor([[0.9828]]), tensor([[0.9833]]), tensor([[0.9792]])]",11,39
341,gpt-4,Lorem Ipsum Standard Passage,10,37,", sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis","[',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt']","['ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']","[' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']",0.032258064516129,"ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla"," ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis",tensor([[1.0000]]),25,"[tensor([[0.8130]]), tensor([[0.7711]]), tensor([[0.8413]]), tensor([[0.8642]]), tensor([[0.8797]]), tensor([[0.9111]]), tensor([[0.9544]]), tensor([[0.9470]]), tensor([[0.9607]]), tensor([[0.9545]]), tensor([[0.9679]]), tensor([[0.9750]]), tensor([[0.9770]]), tensor([[0.9755]]), tensor([[0.9886]]), tensor([[0.9901]]), tensor([[0.9932]]), tensor([[0.9934]]), tensor([[0.9941]]), tensor([[0.9960]]), tensor([[0.9966]]), tensor([[0.9970]]), tensor([[0.9982]]), tensor([[0.9964]]), tensor([[1.0000]]), tensor([[0.9995]]), tensor([[0.9988]]), tensor([[0.9984]]), tensor([[0.9979]]), tensor([[0.9928]]), tensor([[0.9921]]), tensor([[0.9907]]), tensor([[0.9912]]), tensor([[0.9918]]), tensor([[0.9898]]), tensor([[0.9876]]), tensor([[0.9849]]), tensor([[0.9890]]), tensor([[0.9893]])]",9,45
344,gpt-4,Lorem Ipsum Standard Passage,26,31," minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate","[' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']","['ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate']","[' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate']",0.0526315789473684,"ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deser", ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate,tensor([[1.0000]]),15,"[tensor([[0.8075]]), tensor([[0.7951]]), tensor([[0.8532]]), tensor([[0.8835]]), tensor([[0.8957]]), tensor([[0.9084]]), tensor([[0.9377]]), tensor([[0.9551]]), tensor([[0.9597]]), tensor([[0.9674]]), tensor([[0.9709]]), tensor([[0.9739]]), tensor([[0.9904]]), tensor([[0.9909]]), tensor([[1.0000]]), tensor([[0.9970]]), tensor([[0.9958]]), tensor([[0.9876]]), tensor([[0.9875]]), tensor([[0.9793]]), tensor([[0.9828]]), tensor([[0.9788]]), tensor([[0.9794]]), tensor([[0.9722]]), tensor([[0.9714]]), tensor([[0.9677]]), tensor([[0.9623]]), tensor([[0.9615]]), tensor([[0.9593]]), tensor([[0.9584]]), tensor([[0.9591]]), tensor([[0.9588]]), tensor([[0.9570]]), tensor([[0.9562]]), tensor([[0.9546]])]",25,55
347,gpt-4,Lorem Ipsum Standard Passage,4,34," sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi","[' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do']","['e', 'ius', 'mod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor']","[' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']",0.2,"eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum"," eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi",tensor([[1.0000]]),21,"[tensor([[0.8087]]), tensor([[0.8585]]), tensor([[0.8828]]), tensor([[0.9013]]), tensor([[0.9001]]), tensor([[0.9260]]), tensor([[0.9237]]), tensor([[0.9306]]), tensor([[0.9500]]), tensor([[0.9733]]), tensor([[0.9701]]), tensor([[0.9777]]), tensor([[0.9755]]), tensor([[0.9819]]), tensor([[0.9855]]), tensor([[0.9871]]), tensor([[0.9869]]), tensor([[0.9961]]), tensor([[0.9970]]), tensor([[0.9990]]), tensor([[1.0000]]), tensor([[0.9997]]), tensor([[0.9982]]), tensor([[0.9980]]), tensor([[0.9976]]), tensor([[0.9960]]), tensor([[0.9935]]), tensor([[0.9944]]), tensor([[0.9937]]), tensor([[0.9934]]), tensor([[0.9932]]), tensor([[0.9931]]), tensor([[0.9897]]), tensor([[0.9894]]), tensor([[0.9882]]), tensor([[0.9894]]), tensor([[0.9894]]), tensor([[0.9882]])]",3,36
350,gpt-4,Lorem Ipsum Standard Passage,15,30," incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","[' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna']","['al', 'iqu', 'a', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea']","[' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat']",0.2083333333333333,"aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur."," aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",tensor([[0.9987]]),18,"[tensor([[0.8032]]), tensor([[0.8980]]), tensor([[0.8826]]), tensor([[0.9226]]), tensor([[0.9188]]), tensor([[0.9426]]), tensor([[0.9569]]), tensor([[0.9615]]), tensor([[0.9584]]), tensor([[0.9807]]), tensor([[0.9831]]), tensor([[0.9895]]), tensor([[0.9903]]), tensor([[0.9912]]), tensor([[0.9956]]), tensor([[0.9960]]), tensor([[0.9972]]), tensor([[0.9987]]), tensor([[0.9969]]), tensor([[0.9978]]), tensor([[0.9968]]), tensor([[0.9968]]), tensor([[0.9954]]), tensor([[0.9955]]), tensor([[0.9890]]), tensor([[0.9884]]), tensor([[0.9866]]), tensor([[0.9883]]), tensor([[0.9894]]), tensor([[0.9866]]), tensor([[0.9853]]), tensor([[0.9805]]), tensor([[0.9860]]), tensor([[0.9861]]), tensor([[0.9831]])]",14,43
353,gpt-4,Lorem Ipsum Standard Passage,51,28, in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non pro,"[' in', ' repreh', 'enderit', ' in', ' volupt', 'ate']","['vel', 'it', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non']","[' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro']",0.1363636363636363,"velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non pro,tensor([[0.9926]]),17,"[tensor([[0.8088]]), tensor([[0.8086]]), tensor([[0.8039]]), tensor([[0.8699]]), tensor([[0.8945]]), tensor([[0.8917]]), tensor([[0.9225]]), tensor([[0.9441]]), tensor([[0.9512]]), tensor([[0.9682]]), tensor([[0.9723]]), tensor([[0.9791]]), tensor([[0.9914]]), tensor([[0.9924]]), tensor([[0.9908]]), tensor([[0.9925]]), tensor([[0.9926]]), tensor([[0.9900]]), tensor([[0.9896]]), tensor([[0.9874]]), tensor([[0.9866]]), tensor([[0.9851]]), tensor([[0.9852]]), tensor([[0.9818]]), tensor([[0.9812]]), tensor([[0.9766]])]",50,77
356,gpt-4,Lorem Ipsum Standard Passage,55,31," voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic","[' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug']","['iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic']","['iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic']",0.0,"iat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","iat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic",tensor([[0.9978]]),14,"[tensor([[0.8090]]), tensor([[0.8090]]), tensor([[0.8644]]), tensor([[0.9275]]), tensor([[0.9511]]), tensor([[0.9562]]), tensor([[0.9692]]), tensor([[0.9814]]), tensor([[0.9836]]), tensor([[0.9866]]), tensor([[0.9902]]), tensor([[0.9899]]), tensor([[0.9962]]), tensor([[0.9978]]), tensor([[0.9952]]), tensor([[0.9944]]), tensor([[0.9929]]), tensor([[0.9925]]), tensor([[0.9889]]), tensor([[0.9896]]), tensor([[0.9836]])]",54,84
359,gpt-4,Lorem Ipsum Standard Passage,50,33," dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in","[' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat']","['null', 'a', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt']","[' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in']",0.1666666666666666,"nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in",tensor([[1.0000]]),11,"[tensor([[0.8040]]), tensor([[0.8390]]), tensor([[0.9210]]), tensor([[0.9445]]), tensor([[0.9559]]), tensor([[0.9686]]), tensor([[0.9864]]), tensor([[0.9890]]), tensor([[0.9936]]), tensor([[0.9981]]), tensor([[1.0000]]), tensor([[0.9900]]), tensor([[0.9912]]), tensor([[0.9831]]), tensor([[0.9829]]), tensor([[0.9811]]), tensor([[0.9803]]), tensor([[0.9759]]), tensor([[0.9769]]), tensor([[0.9705]])]",49,81
362,gpt-4,Lorem Ipsum Standard Passage,31,34,ud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat,"['ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']","['a', 'ute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug']","[' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat']",0.1666666666666666,"aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum", aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat,tensor([[1.]]),14,"[tensor([[0.8076]]), tensor([[0.8337]]), tensor([[0.8768]]), tensor([[0.9162]]), tensor([[0.9214]]), tensor([[0.9450]]), tensor([[0.9501]]), tensor([[0.9607]]), tensor([[0.9643]]), tensor([[0.9645]]), tensor([[0.9833]]), tensor([[0.9875]]), tensor([[0.9847]]), tensor([[1.]]), tensor([[0.9929]]), tensor([[0.9781]]), tensor([[0.9767]]), tensor([[0.9754]]), tensor([[0.9731]]), tensor([[0.9636]]), tensor([[0.9653]]), tensor([[0.9628]]), tensor([[0.9620]]), tensor([[0.9650]]), tensor([[0.9602]]), tensor([[0.9574]]), tensor([[0.9547]]), tensor([[0.9537]]), tensor([[0.9526]]), tensor([[0.9522]]), tensor([[0.9505]]), tensor([[0.9484]]), tensor([[0.9469]])]",30,63
365,gpt-4,Lorem Ipsum Standard Passage,18,28," et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","[' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr']","['ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.']","['ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.']",0.0,"ud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident,",ud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,tensor([[1.]]),12,"[tensor([[0.8123]]), tensor([[0.8245]]), tensor([[0.9156]]), tensor([[0.9249]]), tensor([[0.9417]]), tensor([[0.9513]]), tensor([[0.9610]]), tensor([[0.9681]]), tensor([[0.9715]]), tensor([[0.9736]]), tensor([[0.9775]]), tensor([[1.]]), tensor([[0.9881]]), tensor([[0.9893]]), tensor([[0.9894]]), tensor([[0.9860]]), tensor([[0.9864]]), tensor([[0.9767]]), tensor([[0.9769]]), tensor([[0.9732]]), tensor([[0.9749]]), tensor([[0.9766]]), tensor([[0.9736]]), tensor([[0.9737]]), tensor([[0.9707]]), tensor([[0.9757]]), tensor([[0.9751]]), tensor([[0.9768]]), tensor([[0.9712]]), tensor([[0.9714]]), tensor([[0.9711]]), tensor([[0.9654]]), tensor([[0.9662]]), tensor([[0.9642]])]",17,44
368,gpt-4,Lorem Ipsum Standard Passage,45,25,. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Except,"['.', ' Duis', ' aute', ' ir', 'ure', ' dolor']","['in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except']","[' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except']",0.0526315789473684,"in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. This is conceptually", in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Except,tensor([[0.9920]]),14,"[tensor([[0.7956]]), tensor([[0.8157]]), tensor([[0.8756]]), tensor([[0.8824]]), tensor([[0.9110]]), tensor([[0.9263]]), tensor([[0.9294]]), tensor([[0.9538]]), tensor([[0.9593]]), tensor([[0.9433]]), tensor([[0.9717]]), tensor([[0.9872]]), tensor([[0.9894]]), tensor([[0.9920]]), tensor([[0.9917]]), tensor([[0.9892]]), tensor([[0.9786]]), tensor([[0.9813]]), tensor([[0.9776]]), tensor([[0.9764]]), tensor([[0.9762]]), tensor([[0.9754]]), tensor([[0.9739]]), tensor([[0.9713]]), tensor([[0.9711]]), tensor([[0.9689]]), tensor([[0.9693]]), tensor([[0.9654]]), tensor([[0.9652]]), tensor([[0.9637]]), tensor([[0.9628]]), tensor([[0.9623]]), tensor([[0.9541]])]",44,68
371,gpt-4,Lorem Ipsum Standard Passage,1,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing']","['el', 'it', '.', ' Sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim']","[' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam']",0.2631578947368421,"elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit"," elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam",tensor([[0.9959]]),18,"[tensor([[0.8101]]), tensor([[0.8652]]), tensor([[0.8456]]), tensor([[0.8559]]), tensor([[0.8992]]), tensor([[0.9098]]), tensor([[0.9215]]), tensor([[0.9209]]), tensor([[0.9334]]), tensor([[0.9339]]), tensor([[0.9383]]), tensor([[0.9583]]), tensor([[0.9855]]), tensor([[0.9765]]), tensor([[0.9840]]), tensor([[0.9832]]), tensor([[0.9896]]), tensor([[0.9959]]), tensor([[0.9914]]), tensor([[0.9896]]), tensor([[0.9852]]), tensor([[0.9837]]), tensor([[0.9834]]), tensor([[0.9837]]), tensor([[0.9845]]), tensor([[0.9863]]), tensor([[0.9850]]), tensor([[0.9846]]), tensor([[0.9841]]), tensor([[0.9833]]), tensor([[0.9819]]), tensor([[0.9805]]), tensor([[0.9807]]), tensor([[0.9809]]), tensor([[0.9815]]), tensor([[0.9794]]), tensor([[0.9795]]), tensor([[0.9778]]), tensor([[0.9799]])]",0,26
