,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
219,gpt-3.5-turbo,Famous Quotes,74,16,The biggest adventure you can take is to live the life of your dreams. ,"['The', ' biggest', ' adventure', ' you', ' can', ' take']","['is', ' to', ' live', ' the', ' life', ' of', ' your', ' dreams', '.']","[' is', ' to', ' live', ' the', ' life', ' of', ' your', ' dreams', '.']",0.1111111111111111,is to live the life of your dreams., is to live the life of your dreams. ,tensor([[1.]]),9,"[tensor([[0.7650]]), tensor([[0.8248]]), tensor([[0.8314]]), tensor([[0.8968]]), tensor([[0.9063]]), tensor([[0.9286]]), tensor([[0.9329]]), tensor([[0.9273]]), tensor([[1.]])]",0,14
222,gpt-3.5-turbo,Famous Quotes,75,52,Twenty years from now you will be more disappointed by the things you didn't do than by the ones you did. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover. ,"['Twenty', ' years', ' from', ' now']","['you', ' will', ' be', ' more', ' disappointed', ' by', ' the', ' things', ' that', ' you', ' didn', ""'t"", ' do', ' than', ' by', ' the', ' ones', ' you', ' did', ' do', '.', ' So', ' throw', ' off', ' the', ' bow', 'lines', '.', ' Sail', ' away', ' from', ' the', ' safe', ' harbor', '.', ' Catch', ' the', ' trade', ' winds', ' in', ' your', ' sails', '.', ' Explore', '.', ' Dream', '.', ' Discover']","[' you', ' will', ' be', ' more', ' disappointed', ' by', ' the', ' things', ' you', ' didn', ""'t"", ' do', ' than', ' by', ' the', ' ones', ' you', ' did', '.', ' So', ' throw', ' off', ' the', ' bow', 'lines', '.', ' Sail', ' away', ' from', ' the', ' safe', ' harbor', '.', ' Catch', ' the', ' trade', ' winds', ' in', ' your', ' sails', '.', ' Explore', '.', ' Dream', '.', ' Discover', '.', ' ']",0.1041666666666666,you will be more disappointed by the things that you didn't do than by the ones you did do. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover., you will be more disappointed by the things you didn't do than by the ones you did. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover. ,tensor([[0.9995]]),41,"[tensor([[0.8196]]), tensor([[0.8150]]), tensor([[0.8067]]), tensor([[0.8020]]), tensor([[0.8256]]), tensor([[0.8570]]), tensor([[0.8547]]), tensor([[0.8592]]), tensor([[0.8680]]), tensor([[0.8676]]), tensor([[0.8730]]), tensor([[0.8864]]), tensor([[0.8911]]), tensor([[0.8882]]), tensor([[0.8888]]), tensor([[0.8936]]), tensor([[0.8916]]), tensor([[0.8908]]), tensor([[0.8925]]), tensor([[0.8909]]), tensor([[0.9041]]), tensor([[0.9203]]), tensor([[0.9209]]), tensor([[0.9176]]), tensor([[0.9589]]), tensor([[0.9698]]), tensor([[0.9718]]), tensor([[0.9719]]), tensor([[0.9694]]), tensor([[0.9711]]), tensor([[0.9843]]), tensor([[0.9816]]), tensor([[0.9786]]), tensor([[0.9868]]), tensor([[0.9895]]), tensor([[0.9892]]), tensor([[0.9859]]), tensor([[0.9943]]), tensor([[0.9972]]), tensor([[0.9988]]), tensor([[0.9995]])]",0,51
225,gpt-3.5-turbo,Famous Quotes,76,15,"Don't be pushed by your problems, be led by your dreams. ","['Don', ""'t"", ' be', ' pushed']","['around', ' by', ' the', ' fears', ' in', ' your', ' mind', '.']","[' by', ' your', ' problems', ',', ' be', ' led', ' by', ' your']",1.0,around by the fears in your mind.," by your problems, be led by your dreams. ",tensor([[0.8750]]),8,"[tensor([[0.7577]]), tensor([[0.7581]]), tensor([[0.7630]]), tensor([[0.7728]]), tensor([[0.8133]]), tensor([[0.8178]]), tensor([[0.8562]]), tensor([[0.8750]])]",0,11
228,gpt-3.5-turbo,Famous Quotes,77,33,"Although time seems to fly by, it never travels faster than one day at a time. Each day is a new opportunity to live your life to the fullest. ",['Although'],"['it', ' is', ' unclear', ' who', ' originally', ' said', ' it', ',', ' the', ' sentiment', ' remains', ' true', '.']","[' time', ' seems', ' to', ' fly', ' by', ',', ' it', ' never', ' travels', ' faster', ' than', ' one', ' day']",0.9230769230769232,"it is unclear who originally said it, the sentiment remains true."," time seems to fly by, it never travels faster than one day at a time. Each day is a new opportunity to live your life to the fullest. ",tensor([[0.8036]]),1,"[tensor([[0.8036]]), tensor([[0.7831]]), tensor([[0.7908]]), tensor([[0.7756]]), tensor([[0.7433]]), tensor([[0.7495]]), tensor([[0.7430]]), tensor([[0.7521]]), tensor([[0.7503]]), tensor([[0.7723]]), tensor([[0.7788]]), tensor([[0.7905]])]",0,13
231,gpt-3.5-turbo,Famous Quotes,78,10,Every great dream begins with a dreamer. ,['Every'],"['generation', ' has', ' the', ' opportunity', ' to', ' change', ' the', ' world', '.']","[' great', ' dream', ' begins', ' with', ' a', ' dream', 'er', '.', ' ']",1.0,generation has the opportunity to change the world., great dream begins with a dreamer. ,tensor([[0.8167]]),9,"[tensor([[0.7411]]), tensor([[0.7600]]), tensor([[0.7787]]), tensor([[0.7861]]), tensor([[0.8061]]), tensor([[0.8060]]), tensor([[0.7990]]), tensor([[0.7944]]), tensor([[0.8167]])]",0,9
234,gpt-3.5-turbo,Famous Quotes,79,18,"Confidence comes not from always being right, but from not fearing to be wrong. ","['Conf', 'idence', ' comes', ' not', ' from', ' always', ' being', ' right']","['but', ' from', ' not', ' fearing', ' to', ' be', ' wrong', '.']","[',', ' but', ' from', ' not', ' fearing', ' to', ' be', ' wrong']",0.375,but from not fearing to be wrong.,", but from not fearing to be wrong. ",tensor([[0.9981]]),8,"[tensor([[0.7532]]), tensor([[0.8034]]), tensor([[0.8325]]), tensor([[0.8538]]), tensor([[0.9439]]), tensor([[0.9528]]), tensor([[0.9559]]), tensor([[0.9981]])]",0,15
237,gpt-3.5-turbo,Famous Quotes,80,19,"Each time we face our fear, we gain strength, courage and confidence in the doing. ","['Each', ' time', ' we', ' face', ' our', ' fear']","['we', ' gain', ' strength', ',', ' courage', ',', ' and', ' confidence', ' in', ' the', ' doing', '.']","[',', ' we', ' gain', ' strength', ',', ' courage', ' and', ' confidence', ' in', ' the', ' doing', '.']",0.25,"we gain strength, courage, and confidence in the doing.",", we gain strength, courage and confidence in the doing. ",tensor([[0.9942]]),10,"[tensor([[0.7585]]), tensor([[0.8024]]), tensor([[0.8701]]), tensor([[0.9447]]), tensor([[0.9729]]), tensor([[0.9744]]), tensor([[0.9764]]), tensor([[0.9791]]), tensor([[0.9804]]), tensor([[0.9942]])]",0,17
240,gpt-3.5-turbo,Famous Quotes,81,15,Happiness and confidence are the prettiest things you can wear. ,"['H', 'appiness', ' and', ' confidence']","['are', ' the', ' pret', 'ti', 'est', ' things', ' you', ' can', ' wear', '.']","[' are', ' the', ' pret', 'ti', 'est', ' things', ' you', ' can', ' wear', '.']",0.1,are the prettiest things you can wear., are the prettiest things you can wear. ,tensor([[1.0000]]),8,"[tensor([[0.7697]]), tensor([[0.8241]]), tensor([[0.8188]]), tensor([[0.9336]]), tensor([[0.9491]]), tensor([[0.9443]]), tensor([[0.9646]]), tensor([[1.0000]])]",0,13
243,gpt-3.5-turbo,Famous Quotes,82,5,Education breeds confidence. ,"['Education', ' breeds']","['confidence', '.']","[' confidence', '.']",0.5,confidence., confidence. ,tensor([[1.]]),2,"[tensor([[0.8091]]), tensor([[1.]])]",0,3
246,gpt-3.5-turbo,Famous Quotes,83,24,Do your little bit of good where you are; its those little bits of good put together that overwhelm the world. ,"['Do', ' your', ' little', ' bit', ' of', ' good', ' where', ' you']","['are', ';', ' it', ""'s"", ' those', ' little', ' bits', ' of', ' good', ' put', ' together', ' that', ' overwhelm', ' the', ' world', '.']","[' are', ';', ' its', ' those', ' little', ' bits', ' of', ' good', ' put', ' together', ' that', ' overwhelm', ' the', ' world', '.', ' ']",0.25,are; it's those little bits of good put together that overwhelm the world., are; its those little bits of good put together that overwhelm the world. ,tensor([[0.9974]]),14,"[tensor([[0.7853]]), tensor([[0.8322]]), tensor([[0.8225]]), tensor([[0.8259]]), tensor([[0.8684]]), tensor([[0.9007]]), tensor([[0.9020]]), tensor([[0.9087]]), tensor([[0.9001]]), tensor([[0.9275]]), tensor([[0.9276]]), tensor([[0.9683]]), tensor([[0.9711]]), tensor([[0.9974]])]",0,23
249,gpt-3.5-turbo,Famous Quotes,84,23,"A single act of kindness throws out roots in all directions, and the roots spring up and make new trees. ","['A', ' single', ' act', ' of', ' kindness', ' throws', ' out', ' roots', ' in', ' all', ' directions']","['and', ' the', ' roots', ' spring', ' up', ' and', ' make', ' new', ' trees', '.""', ' -', ' Amelia']","[',', ' and', ' the', ' roots', ' spring', ' up', ' and', ' make', ' new', ' trees', '.', ' ']",0.4166666666666667,"and the roots spring up and make new trees."" - Amelia Earhart",", and the roots spring up and make new trees. ",tensor([[0.9963]]),10,"[tensor([[0.7338]]), tensor([[0.7930]]), tensor([[0.7786]]), tensor([[0.8596]]), tensor([[0.9080]]), tensor([[0.9327]]), tensor([[0.9352]]), tensor([[0.9518]]), tensor([[0.9669]]), tensor([[0.9963]]), tensor([[0.9954]]), tensor([[0.9560]]), tensor([[0.9233]])]",0,22
252,gpt-3.5-turbo,Famous Quotes,85,7,We rise by lifting others. ,['We'],"['are', ' all', ' in', ' the', ' gutter', ',']","[' rise', ' by', ' lifting', ' others', '.', ' ']",1.0,"are all in the gutter, but some of us are looking at the stars.", rise by lifting others. ,tensor([[0.8186]]),10,"[tensor([[0.7700]]), tensor([[0.7806]]), tensor([[0.7939]]), tensor([[0.7986]]), tensor([[0.7981]]), tensor([[0.8058]]), tensor([[0.8038]]), tensor([[0.8120]]), tensor([[0.8067]]), tensor([[0.8186]]), tensor([[0.8157]]), tensor([[0.7944]]), tensor([[0.7988]]), tensor([[0.7971]]), tensor([[0.7842]])]",0,6
255,gpt-3.5-turbo,Famous Quotes,86,34,"To achieve a kinder world, we must approach kindness with ambition and dedication. We must practice it in every moment of our lives. Kindness is that important. ","['To', ' achieve', ' a']","['great', ' success', ',', ' one', ' must', ' have', ' a', ' clear', ' vision', ' and', ' unw', 'av', 'ering', ' determination', '.']","[' kind', 'er', ' world', ',', ' we', ' must', ' approach', ' kindness', ' with', ' ambition', ' and', ' dedication', '.', ' We', ' must']",0.8666666666666667,"great success, one must have a clear vision and unwavering determination."," kinder world, we must approach kindness with ambition and dedication. We must practice it in every moment of our lives. Kindness is that important. ",tensor([[0.8201]]),12,"[tensor([[0.7922]]), tensor([[0.7294]]), tensor([[0.7646]]), tensor([[0.7602]]), tensor([[0.8012]]), tensor([[0.7961]]), tensor([[0.8016]]), tensor([[0.7890]]), tensor([[0.7983]]), tensor([[0.8043]]), tensor([[0.8085]]), tensor([[0.8201]])]",0,17
258,gpt-3.5-turbo,Famous Quotes,87,17,How do we change the world? One random act of kindness at a time. ,"['How', ' do', ' we', ' change', ' the']","['world', '?']","[' world', '?']",0.5,world?, world? One random act of kindness at a time. ,tensor([[0.8522]]),2,"[tensor([[0.7759]]), tensor([[0.8522]])]",0,6
261,gpt-3.5-turbo,Famous Quotes,88,15,Thereâ€™s a way to do it better. Find it. ,"['There', 'â']","['is', ' no', ' passion', ' to', ' be', ' found', ' playing', ' small', ' -', ' in', ' settling', ' for', ' a']","['€™', 's', ' a', ' way', ' to', ' do', ' it', ' better', '.', ' Find', ' it', '.', ' ']",1.0,is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,€™s a way to do it better. Find it. ,tensor([[0.8194]]),25,"[tensor([[0.7778]]), tensor([[0.8060]]), tensor([[0.7729]]), tensor([[0.7537]]), tensor([[0.7614]]), tensor([[0.7545]]), tensor([[0.7805]]), tensor([[0.7706]]), tensor([[0.7933]]), tensor([[0.8051]]), tensor([[0.7913]]), tensor([[0.7971]]), tensor([[0.8056]]), tensor([[0.8143]]), tensor([[0.7990]]), tensor([[0.8053]]), tensor([[0.8069]]), tensor([[0.8108]]), tensor([[0.8117]]), tensor([[0.8156]]), tensor([[0.8163]]), tensor([[0.8179]]), tensor([[0.8174]]), tensor([[0.8194]]), tensor([[0.8194]]), tensor([[0.8091]])]",0,14
264,gpt-3.5-turbo,Famous Quotes,89,17,Self-discipline coupled with passion and innovation will get you far in this world. ,"['Self', '-disc']","['ipline', ' is', ' the', ' bridge', ' between', ' goals', ' and', ' accomplishments', '.']","['ipline', ' coupled', ' with', ' passion', ' and', ' innovation', ' will', ' get', ' you']",0.8888888888888888,ipline is the bridge between goals and accomplishments.,ipline coupled with passion and innovation will get you far in this world. ,tensor([[0.8871]]),9,"[tensor([[0.7783]]), tensor([[0.8611]]), tensor([[0.8732]]), tensor([[0.8738]]), tensor([[0.8653]]), tensor([[0.8704]]), tensor([[0.8709]]), tensor([[0.8687]]), tensor([[0.8871]])]",0,10
267,gpt-3.5-turbo,Famous Quotes,90,23,You have all the reason in the world to achieve your grandest dreams. Imagination plus innovation equals realization. ,"['You', ' have', ' all', ' the', ' reason', ' in', ' the']","['world', ',', ' but', ' that', ' does', ' not', ' make', ' it', ' right', '.']","[' world', ' to', ' achieve', ' your', ' grand', 'est', ' dreams', '.', ' Im', 'agination']",1.0,"world, but that does not make it right.", world to achieve your grandest dreams. Imagination plus innovation equals realization. ,tensor([[0.8548]]),2,"[tensor([[0.8006]]), tensor([[0.8548]]), tensor([[0.8230]]), tensor([[0.8168]]), tensor([[0.8272]]), tensor([[0.7952]]), tensor([[0.7836]]), tensor([[0.7838]]), tensor([[0.7793]])]",0,16
270,gpt-3.5-turbo,Famous Quotes,91,15,"Vulnerability is the birthplace of innovation, creativity and change. ","['V', 'ulner', 'ability', ' is', ' the', ' birth']","['place', ' of', ' innovation', ',', ' creativity', ',', ' and', ' change', '.']","['place', ' of', ' innovation', ',', ' creativity', ' and', ' change', '.', ' ']",0.2222222222222222,"place of innovation, creativity, and change.","place of innovation, creativity and change. ",tensor([[0.9969]]),7,"[tensor([[0.7650]]), tensor([[0.7956]]), tensor([[0.8180]]), tensor([[0.9475]]), tensor([[0.9755]]), tensor([[0.9707]]), tensor([[0.9969]])]",0,14
273,gpt-3.5-turbo,Famous Quotes,92,14,Innovation is to imagine the future and fill in the gaps. ,"['In', 'novation', ' is', ' to', ' imagine']","['what', ' could', ' be', ',', ' and', ' to', ' bring', ' it', ' to']","[' the', ' future', ' and', ' fill', ' in', ' the', ' gaps', '.', ' ']",1.0,"what could be, and to bring it to life.", the future and fill in the gaps. ,tensor([[0.8544]]),10,"[tensor([[0.7764]]), tensor([[0.7811]]), tensor([[0.7724]]), tensor([[0.8039]]), tensor([[0.8055]]), tensor([[0.8083]]), tensor([[0.8310]]), tensor([[0.8335]]), tensor([[0.8345]]), tensor([[0.8544]])]",0,13
276,gpt-3.5-turbo,Famous Quotes,93,17,"I'm not afraid of storms, for I'm learning to sail my ship. ","['I', ""'m"", ' not', ' afraid', ' of']","['storms', ',', ' for', ' I', ""'m"", ' learning', ' how', ' to', ' sail', ' my', ' ship', '.']","[' storms', ',', ' for', ' I', ""'m"", ' learning', ' to', ' sail', ' my', ' ship', '.', ' ']",0.25,"storms, for I'm learning how to sail my ship. - Louisa May Alcott"," storms, for I'm learning to sail my ship. ",tensor([[0.9965]]),10,"[tensor([[0.7548]]), tensor([[0.8857]]), tensor([[0.8989]]), tensor([[0.9148]]), tensor([[0.9428]]), tensor([[0.9326]]), tensor([[0.9457]]), tensor([[0.9815]]), tensor([[0.9751]]), tensor([[0.9965]]), tensor([[0.9946]]), tensor([[0.9532]]), tensor([[0.9372]]), tensor([[0.9281]])]",0,16
279,gpt-3.5-turbo,Famous Quotes,94,15,Unity does not mean sameness. It means oneness of purpose. ,"['Unity', ' does', ' not', ' mean', ' sam']","['eness', ',', ' but', ' an', ' understanding', ' of', ' differences', ' and', ' a', ' willingness']","['eness', '.', ' It', ' means', ' on', 'eness', ' of', ' purpose', '.', ' ']",0.9,"eness, but an understanding of differences and a willingness to work together.",eness. It means oneness of purpose. ,tensor([[0.8999]]),2,"[tensor([[0.7879]]), tensor([[0.8999]]), tensor([[0.8839]]), tensor([[0.8862]]), tensor([[0.8896]]), tensor([[0.8982]]), tensor([[0.8645]]), tensor([[0.8618]]), tensor([[0.8615]]), tensor([[0.8798]]), tensor([[0.8784]]), tensor([[0.8750]]), tensor([[0.8799]])]",0,14
282,gpt-3.5-turbo,Famous Quotes,95,16,So powerful is the light of unity that it can illuminate the whole earth. ,"['So', ' powerful', ' is']","['the', ' light', ' of', ' unity', ' that', ' it', ' can', ' illuminate', ' the', ' whole', ' earth', '.']","[' the', ' light', ' of', ' unity', ' that', ' it', ' can', ' illuminate', ' the', ' whole', ' earth', '.']",0.0833333333333333,the light of unity that it can illuminate the whole earth., the light of unity that it can illuminate the whole earth. ,tensor([[1.]]),12,"[tensor([[0.7731]]), tensor([[0.8174]]), tensor([[0.8523]]), tensor([[0.8634]]), tensor([[0.9132]]), tensor([[0.9259]]), tensor([[0.9281]]), tensor([[0.9369]]), tensor([[0.9525]]), tensor([[0.9503]]), tensor([[0.9657]]), tensor([[1.]])]",0,14
285,gpt-3.5-turbo,Famous Quotes,96,18,"Discovery is seeing what everybody else has seen, and thinking what nobody else has thought. ","['Discovery', ' is', ' seeing']","['what', ' everybody', ' else', ' has', ' seen', ',', ' and', ' thinking', ' what', ' nobody', ' else', ' has', ' thought', '.']","[' what', ' everybody', ' else', ' has', ' seen', ',', ' and', ' thinking', ' what', ' nobody', ' else', ' has', ' thought', '.']",0.0714285714285714,"what everybody else has seen, and thinking what nobody else has thought."," what everybody else has seen, and thinking what nobody else has thought. ",tensor([[1.]]),13,"[tensor([[0.7928]]), tensor([[0.7976]]), tensor([[0.8420]]), tensor([[0.8621]]), tensor([[0.8561]]), tensor([[0.9223]]), tensor([[0.9204]]), tensor([[0.9647]]), tensor([[0.9630]]), tensor([[0.9739]]), tensor([[0.9831]]), tensor([[0.9802]]), tensor([[1.]])]",0,16
288,gpt-3.5-turbo,Famous Quotes,97,10,Mistakes are the portals of discovery. ,"['M', 'ist', 'akes', ' are', ' the']","['proof', ' that', ' you', ' are', ' trying']","[' portals', ' of', ' discovery', '.', ' ']",1.0,proof that you are trying., portals of discovery. ,tensor([[0.7971]]),6,"[tensor([[0.7920]]), tensor([[0.7858]]), tensor([[0.7837]]), tensor([[0.7782]]), tensor([[0.7893]]), tensor([[0.7971]])]",0,9
291,gpt-3.5-turbo,Famous Quotes,98,20,"The real voyage of discovery lies not in seeking new lands, but in seeing with new eyes. ","['The', ' real']","['voy', 'age', ' of', ' discovery', ' consists', ' not', ' in', ' seeking', ' new', ' landscapes', ',', ' but', ' in', ' having', ' new', ' eyes', '.']","[' voyage', ' of', ' discovery', ' lies', ' not', ' in', ' seeking', ' new', ' lands', ',', ' but', ' in', ' seeing', ' with', ' new', ' eyes', '.']",0.3529411764705882,"voyage of discovery consists not in seeking new landscapes, but in having new eyes."," voyage of discovery lies not in seeking new lands, but in seeing with new eyes. ",tensor([[0.9711]]),15,"[tensor([[0.7439]]), tensor([[0.7869]]), tensor([[0.7870]]), tensor([[0.8375]]), tensor([[0.8347]]), tensor([[0.8998]]), tensor([[0.8828]]), tensor([[0.9177]]), tensor([[0.9324]]), tensor([[0.9352]]), tensor([[0.9354]]), tensor([[0.9314]]), tensor([[0.9320]]), tensor([[0.9350]]), tensor([[0.9711]])]",0,18
294,gpt-3.5-turbo,Famous Quotes,99,16,There are always new things to find out if you go looking for them. ,"['There', ' are', ' always', ' new', ' things', ' to']","['learn', ' and', ' explore', '.']","[' find', ' out', ' if', ' you']",1.0,learn and explore., find out if you go looking for them. ,tensor([[0.8301]]),4,"[tensor([[0.7737]]), tensor([[0.7817]]), tensor([[0.8096]]), tensor([[0.8301]])]",0,9
297,gpt-3.5-turbo,Famous Quotes,100,21,The greatest discovery of all time is that a person can change their future by merely changing their attitude. ,"['The', ' greatest']","['gl', 'ory', ' in', ' living', ' lies', ' not', ' in', ' never', ' falling', ',', ' but', ' in', ' rising', ' every', ' time', ' we', ' fall', '.']","[' discovery', ' of', ' all', ' time', ' is', ' that', ' a', ' person', ' can', ' change', ' their', ' future', ' by', ' merely', ' changing', ' their', ' attitude', '.']",0.9444444444444444,"glory in living lies not in never falling, but in rising every time we fall.", discovery of all time is that a person can change their future by merely changing their attitude. ,tensor([[0.8203]]),14,"[tensor([[0.7651]]), tensor([[0.7582]]), tensor([[0.7360]]), tensor([[0.7602]]), tensor([[0.7655]]), tensor([[0.7758]]), tensor([[0.7776]]), tensor([[0.7998]]), tensor([[0.8077]]), tensor([[0.8015]]), tensor([[0.8041]]), tensor([[0.8143]]), tensor([[0.8173]]), tensor([[0.8203]]), tensor([[0.8195]]), tensor([[0.8106]])]",0,19
300,gpt-3.5-turbo,Famous Quotes,101,11,Only a life lived for others is worth living. ,['Only'],"['those', ' who', ' will', ' risk', ' going', ' too', ' far']","[' a', ' life', ' lived', ' for', ' others', ' is', ' worth']",1.0,those who will risk going too far, a life lived for others is worth living. ,tensor([[0.8265]]),4,"[tensor([[0.7677]]), tensor([[0.7704]]), tensor([[0.8109]]), tensor([[0.8265]]), tensor([[0.7984]]), tensor([[0.7910]]), tensor([[0.7965]]), tensor([[0.7734]])]",0,7
303,gpt-3.5-turbo,Famous Quotes,102,23,Only those who have learned the power of sincere and selfless contribution experience life's deepest joy: true fulfillment. ,"['Only', ' those', ' who', ' have']","['the', ' courage', ' to', ' take', ' risks', ' can', ' achieve', ' great', ' things', '.']","[' learned', ' the', ' power', ' of', ' sincere', ' and', ' self', 'less', ' contribution', ' experience']",1.0,the courage to take risks can achieve great things., learned the power of sincere and selfless contribution experience life's deepest joy: true fulfillment. ,tensor([[0.8507]]),10,"[tensor([[0.7674]]), tensor([[0.7954]]), tensor([[0.7915]]), tensor([[0.8320]]), tensor([[0.8171]]), tensor([[0.8122]]), tensor([[0.8272]]), tensor([[0.8349]]), tensor([[0.8428]]), tensor([[0.8507]])]",0,13
306,gpt-3.5-turbo,Famous Quotes,103,20,Then give to the world the best you have. And the best will come back to you. ,"['Then', ' give', ' to', ' the']","['world', ' the', ' best', ' you', ' have', ',', ' and', ' the', ' best', ' will', ' come', ' back', ' to', ' you', '.']","[' world', ' the', ' best', ' you', ' have', '.', ' And', ' the', ' best', ' will', ' come', ' back', ' to', ' you', '.']",0.2,"world the best you have, and the best will come back to you.", world the best you have. And the best will come back to you. ,tensor([[0.9923]]),14,"[tensor([[0.7875]]), tensor([[0.8152]]), tensor([[0.8483]]), tensor([[0.8845]]), tensor([[0.9096]]), tensor([[0.9404]]), tensor([[0.9349]]), tensor([[0.9383]]), tensor([[0.9464]]), tensor([[0.9482]]), tensor([[0.9616]]), tensor([[0.9764]]), tensor([[0.9816]]), tensor([[0.9923]])]",0,18
309,gpt-3.5-turbo,Famous Quotes,104,20,I believe that the greatest gift you can give your family and the world is a healthy you. ,"['I', ' believe']","['that', ' everything', ' happens', ' for', ' a', ' reason', '.']","[' that', ' the', ' greatest', ' gift', ' you', ' can', ' give']",1.0,that everything happens for a reason., that the greatest gift you can give your family and the world is a healthy you. ,tensor([[0.8444]]),7,"[tensor([[0.7702]]), tensor([[0.8163]]), tensor([[0.8042]]), tensor([[0.8138]]), tensor([[0.8271]]), tensor([[0.8432]]), tensor([[0.8444]])]",0,8
312,gpt-3.5-turbo,Famous Quotes,105,26,Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that. ,"['Dark', 'ness', ' cannot', ' drive', ' out', ' darkness', ';', ' only', ' light', ' can', ' do']","['that', '.']","[' that', '.']",0.5,that., that. Hate cannot drive out hate; only love can do that. ,tensor([[0.8018]]),2,"[tensor([[0.7714]]), tensor([[0.8018]])]",0,12
315,gpt-3.5-turbo,Famous Quotes,106,18,"When we have peace in our hearts and minds, we draw peace into our lives. ","['When', ' we']","['are', ' no', ' longer', ' able', ' to', ' change', ' a', ' situation', ',', ' we', ' are', ' challenged', ' to', ' change', ' ourselves', '.']","[' have', ' peace', ' in', ' our', ' hearts', ' and', ' minds', ',', ' we', ' draw', ' peace', ' into', ' our', ' lives', '.', ' ']",0.875,"are no longer able to change a situation, we are challenged to change ourselves. - Viktor Frankl"," have peace in our hearts and minds, we draw peace into our lives. ",tensor([[0.8345]]),15,"[tensor([[0.7719]]), tensor([[0.7765]]), tensor([[0.7587]]), tensor([[0.7786]]), tensor([[0.7572]]), tensor([[0.7652]]), tensor([[0.7682]]), tensor([[0.7531]]), tensor([[0.7944]]), tensor([[0.8193]]), tensor([[0.8286]]), tensor([[0.8046]]), tensor([[0.8094]]), tensor([[0.8182]]), tensor([[0.8345]]), tensor([[0.8313]]), tensor([[0.8187]]), tensor([[0.8230]])]",0,17
318,gpt-3.5-turbo,Famous Quotes,107,27,"I truly believe the only way we can create global peace is through not only educating our minds, but our hearts and our souls. ","['I', ' truly', ' believe', ' the', ' only', ' way']","['to', ' achieve', ' true', ' happiness', ' is', ' to', ' follow', ' your', ' passion', ' and', ' live', ' life', ' auth', 'ent', 'ically', '.']","[' we', ' can', ' create', ' global', ' peace', ' is', ' through', ' not', ' only', ' educating', ' our', ' minds', ',', ' but', ' our', ' hearts']",1.0,to achieve true happiness is to follow your passion and live life authentically.," we can create global peace is through not only educating our minds, but our hearts and our souls. ",tensor([[0.8147]]),6,"[tensor([[0.7549]]), tensor([[0.7515]]), tensor([[0.7958]]), tensor([[0.7957]]), tensor([[0.8135]]), tensor([[0.8147]]), tensor([[0.8035]]), tensor([[0.7946]]), tensor([[0.7973]]), tensor([[0.7930]]), tensor([[0.7994]]), tensor([[0.7991]]), tensor([[0.7973]]), tensor([[0.8087]])]",0,21
321,gpt-3.5-turbo,Famous Quotes,108,27,"Before you are a leader, success is all about growing yourself. When you become a leader, success is all about growing others. ","['Before', ' you', ' are', ' a', ' leader']","[',', ' success', ' is', ' all', ' about', ' growing', ' yourself', '.', ' When', ' you', ' become', ' a', ' leader', ',', ' success', ' is', ' all', ' about', ' growing', ' others', '.']","[',', ' success', ' is', ' all', ' about', ' growing', ' yourself', '.', ' When', ' you', ' become', ' a', ' leader', ',', ' success', ' is', ' all', ' about', ' growing', ' others', '.']",0.0,", success is all about growing yourself. When you become a leader, success is all about growing others.",", success is all about growing yourself. When you become a leader, success is all about growing others. ",tensor([[1.0000]]),19,"[tensor([[0.7729]]), tensor([[0.8010]]), tensor([[0.8461]]), tensor([[0.8480]]), tensor([[0.8497]]), tensor([[0.8803]]), tensor([[0.9149]]), tensor([[0.9287]]), tensor([[0.9370]]), tensor([[0.9468]]), tensor([[0.9512]]), tensor([[0.9505]]), tensor([[0.9784]]), tensor([[0.9788]]), tensor([[0.9777]]), tensor([[0.9812]]), tensor([[0.9802]]), tensor([[0.9848]]), tensor([[1.0000]])]",0,25
324,gpt-3.5-turbo,Famous Quotes,109,12,Leadership is unlocking people's potential to become better. ,['Leaders'],"['are', ' not', ' born', ',', ' they', ' are', ' made', '.']","['hip', ' is', ' unlocking', ' people', ""'s"", ' potential', ' to', ' become']",1.0,"are not born, they are made.",hip is unlocking people's potential to become better. ,tensor([[0.7793]]),2,"[tensor([[0.7588]]), tensor([[0.7793]]), tensor([[0.7524]]), tensor([[0.7614]]), tensor([[0.7585]]), tensor([[0.7767]]), tensor([[0.7704]])]",0,8
