,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
194,283,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,26," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning S","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',']","['as', ' the', ' novel', ' del', 'ves', ' into', ' the', ' intersection', ' of', ' technology', ',', ' advertising', ',']","[' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S']",1.0,"as the novel delves into the intersection of technology, advertising, and global capitalism. The protagonist Cayce Pollard navigates a world where brand loyalty dictates personal identity and connections are made and broken through online media. This exploration of the capitalist society is", although in a more semantic sense. An abundance of appropriations concerning S,tensor([[0.8179]]),3,"[tensor([[0.7851]]), tensor([[0.7945]]), tensor([[0.8179]]), tensor([[0.7888]]), tensor([[0.7903]]), tensor([[0.8038]]), tensor([[0.8047]]), tensor([[0.7731]]), tensor([[0.7961]]), tensor([[0.7813]]), tensor([[0.7774]]), tensor([[0.7841]]), tensor([[0.7878]]), tensor([[0.7826]]), tensor([[0.7828]]), tensor([[0.7817]]), tensor([[0.7668]]), tensor([[0.7590]]), tensor([[0.7593]]), tensor([[0.7608]]), tensor([[0.7534]]), tensor([[0.7532]]), tensor([[0.7553]]), tensor([[0.7502]]), tensor([[0.7493]]), tensor([[0.7478]]), tensor([[0.7465]]), tensor([[0.7485]]), tensor([[0.7453]]), tensor([[0.7467]]), tensor([[0.7449]]), tensor([[0.7472]]), tensor([[0.7440]]), tensor([[0.7443]]), tensor([[0.7466]]), tensor([[0.7696]]), tensor([[0.7521]]), tensor([[0.7499]]), tensor([[0.7504]]), tensor([[0.7501]]), tensor([[0.7521]]), tensor([[0.7520]]), tensor([[0.7472]])]",573,598,0.3033088235294117
196,286,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,228,26, theme of la Tournier’s[2] essay on Sontagist camp is the role of the writer as poet.,"[' theme', ' of', ' la', ' T', 'ourn', 'ier', '’s']","['theme', ' of', ' la', ' T', 'ourn', 'ier', '’s', ' works', ' often', ' revolves', ' around', ' the', ' intersection', ' of', ' technology', ',', ' society', ',', ' and']","['[', '2', ']', ' essay', ' on', ' S', 'ont', 'ag', 'ist', ' camp', ' is', ' the', ' role', ' of', ' the', ' writer', ' as', ' poet', '.']",0.8947368421052632,"theme of la Tournier’s works often revolves around the intersection of technology, society, and identity. Throughout his stories, he portrays characters who are deeply entwined with cutting-edge technologies, grappling with the profound effects these advancements have on their sense",[2] essay on Sontagist camp is the role of the writer as poet.,tensor([[0.7672]]),10,"[tensor([[0.7465]]), tensor([[0.7392]]), tensor([[0.7624]]), tensor([[0.7284]]), tensor([[0.7329]]), tensor([[0.7470]]), tensor([[0.7586]]), tensor([[0.7565]]), tensor([[0.7581]]), tensor([[0.7672]]), tensor([[0.7316]]), tensor([[0.7457]]), tensor([[0.7355]]), tensor([[0.7493]]), tensor([[0.7420]]), tensor([[0.7536]]), tensor([[0.7419]]), tensor([[0.7537]]), tensor([[0.7647]]), tensor([[0.7632]]), tensor([[0.7555]]), tensor([[0.7569]]), tensor([[0.7617]]), tensor([[0.7552]]), tensor([[0.7537]]), tensor([[0.7526]]), tensor([[0.7521]]), tensor([[0.7447]]), tensor([[0.7598]]), tensor([[0.7469]]), tensor([[0.7419]]), tensor([[0.7480]]), tensor([[0.7414]]), tensor([[0.7422]]), tensor([[0.7417]]), tensor([[0.7398]]), tensor([[0.7394]]), tensor([[0.7394]]), tensor([[0.7408]]), tensor([[0.7390]])]",227,252,0.3033088235294117
198,289,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,620,21,capitalist theory states that the collective is capable of truth. Several theories concerning the role of the participant as,"['capital', 'ist', ' theory', ' states', ' that', ' the']","['means', ' of', ' production', ' should', ' be', ' owned', ' and', ' operated', ' by', ' private', ' individuals', ' or', ' corporations', ' in', ' a']","[' collective', ' is', ' capable', ' of', ' truth', '.', ' Several', ' theories', ' concerning', ' the', ' role', ' of', ' the', ' participant', ' as']",1.0,"means of production should be owned and operated by private individuals or corporations in a free market system. This ideology suggests that individuals are motivated by self-interest and competition, driving innovation and economic growth. In the works of Gibson, this capitalist narrative often manifests in", collective is capable of truth. Several theories concerning the role of the participant as,tensor([[0.8184]]),26,"[tensor([[0.7598]]), tensor([[0.7787]]), tensor([[0.7842]]), tensor([[0.7879]]), tensor([[0.7905]]), tensor([[0.7879]]), tensor([[0.7831]]), tensor([[0.7867]]), tensor([[0.7879]]), tensor([[0.7921]]), tensor([[0.7947]]), tensor([[0.8031]]), tensor([[0.8043]]), tensor([[0.8096]]), tensor([[0.8067]]), tensor([[0.8067]]), tensor([[0.8130]]), tensor([[0.8101]]), tensor([[0.7889]]), tensor([[0.8043]]), tensor([[0.8108]]), tensor([[0.8070]]), tensor([[0.8034]]), tensor([[0.8134]]), tensor([[0.8142]]), tensor([[0.8184]]), tensor([[0.8151]]), tensor([[0.8104]]), tensor([[0.8094]]), tensor([[0.8025]]), tensor([[0.8072]]), tensor([[0.8035]]), tensor([[0.8048]]), tensor([[0.8060]]), tensor([[0.7963]]), tensor([[0.8064]]), tensor([[0.8051]]), tensor([[0.8058]]), tensor([[0.8037]]), tensor([[0.7960]]), tensor([[0.8014]]), tensor([[0.8016]]), tensor([[0.8015]]), tensor([[0.7991]]), tensor([[0.7970]]), tensor([[0.7980]])]",619,639,0.3033088235294117
200,292,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,292,36,"ism, but predematerialism.
In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the","['ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n', 'In', ' the']","[' works', ' of', ' Gibson', ',', ' we', ' see', ' a', ' reim', 'agination', ' of', ' the', ' traditional', ' capitalist', ' narrative', ' into', ' a', ' post', '-capital', 'ist', ' world', ' where', ' technological', ' advancements', ' and', ' virtual', ' realities']","[' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the']",0.8846153846153846," works of Gibson, we see a reimagination of the traditional capitalist narrative into a post-capitalist world where technological advancements and virtual realities have reshaped the dynamics of power and economy. The characters in his stories navigate through a complex web of corporate control,"," works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the",tensor([[0.8144]]),4,"[tensor([[0.7389]]), tensor([[0.7389]]), tensor([[0.7883]]), tensor([[0.8144]]), tensor([[0.7635]]), tensor([[0.7645]]), tensor([[0.7507]]), tensor([[0.7580]]), tensor([[0.7716]]), tensor([[0.7776]]), tensor([[0.7803]]), tensor([[0.7810]]), tensor([[0.7744]]), tensor([[0.7783]]), tensor([[0.7833]]), tensor([[0.7846]]), tensor([[0.7810]]), tensor([[0.7776]]), tensor([[0.7816]]), tensor([[0.7816]]), tensor([[0.7805]]), tensor([[0.7838]]), tensor([[0.7768]]), tensor([[0.7773]]), tensor([[0.7776]]), tensor([[0.7773]]), tensor([[0.7803]]), tensor([[0.7754]]), tensor([[0.7779]]), tensor([[0.7796]]), tensor([[0.7808]]), tensor([[0.7725]]), tensor([[0.7820]]), tensor([[0.7796]]), tensor([[0.7804]]), tensor([[0.7835]]), tensor([[0.7816]]), tensor([[0.7723]]), tensor([[0.7724]]), tensor([[0.7788]]), tensor([[0.7724]]), tensor([[0.7730]]), tensor([[0.7794]]), tensor([[0.7682]]), tensor([[0.7773]])]",291,326,0.3033088235294117
202,295,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,265,37,"elling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
In the","['elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose']","['Place', '.', ' G', 'entr', 'ification', ' is', ' prevalent', ' in', ' Gibson', '’s', ' works', ' and', ' is', ' often', ' intertwined', ' with', ' themes', ' of', ' power', ',', ' control', ',', ' and', ' surveillance', '.', ' Selling']","[' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n', 'In', ' the']",0.9615384615384616,"Place. Gentrification is prevalent in Gibson’s works and is often intertwined with themes of power, control, and surveillance. Selling’s Models, Inc. emerges again in Melrose Place, a manifestation of capitalism’s grip on society and the way in"," Place. Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
In the",tensor([[0.8000]]),2,"[tensor([[0.7601]]), tensor([[0.8000]]), tensor([[0.7948]]), tensor([[0.7869]]), tensor([[0.7798]]), tensor([[0.7782]]), tensor([[0.7464]]), tensor([[0.7606]]), tensor([[0.7659]]), tensor([[0.7705]]), tensor([[0.7704]]), tensor([[0.7718]]), tensor([[0.7723]]), tensor([[0.7750]]), tensor([[0.7779]]), tensor([[0.7885]]), tensor([[0.7864]]), tensor([[0.7793]]), tensor([[0.7831]]), tensor([[0.7834]]), tensor([[0.7885]]), tensor([[0.7847]]), tensor([[0.7740]]), tensor([[0.7720]]), tensor([[0.7709]]), tensor([[0.7637]]), tensor([[0.7757]]), tensor([[0.7725]]), tensor([[0.7726]]), tensor([[0.7753]]), tensor([[0.7863]]), tensor([[0.7779]]), tensor([[0.7779]]), tensor([[0.7762]]), tensor([[0.7819]]), tensor([[0.7836]]), tensor([[0.7770]]), tensor([[0.7791]])]",264,300,0.3033088235294117
204,298,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,542,40," capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also","[' capitalist', ' narrative', '.', ' The', ' main', ' theme', ' of']","['capital', 'ist', ' narrative', '.', ' The', ' main', ' theme', ' of', ' Gibson', ""'s"", ' works', ' revolves', ' around', ' the', ' impact', ' of', ' advanced', ' technology', ' and', ' capitalism', ' on', ' society', ' and', ' individuals', '.', ' He', ' often', ' portrays', ' a', ' world', ' where', ' powerful', ' corporations']","[' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also']",0.9696969696969696,"capitalist narrative. The main theme of Gibson's works revolves around the impact of advanced technology and capitalism on society and individuals. He often portrays a world where powerful corporations control and manipulate both the physical and virtual realms, blurring the lines between the two"," the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also",tensor([[0.8995]]),12,"[tensor([[0.7274]]), tensor([[0.7688]]), tensor([[0.7730]]), tensor([[0.8028]]), tensor([[0.8067]]), tensor([[0.8222]]), tensor([[0.8283]]), tensor([[0.8953]]), tensor([[0.8986]]), tensor([[0.8990]]), tensor([[0.8984]]), tensor([[0.8995]]), tensor([[0.8883]]), tensor([[0.8908]]), tensor([[0.8869]]), tensor([[0.8820]]), tensor([[0.8828]]), tensor([[0.8841]]), tensor([[0.8837]]), tensor([[0.8845]]), tensor([[0.8831]]), tensor([[0.8731]]), tensor([[0.8822]]), tensor([[0.8817]]), tensor([[0.8834]]), tensor([[0.8822]]), tensor([[0.8830]]), tensor([[0.8818]]), tensor([[0.8814]]), tensor([[0.8815]]), tensor([[0.8784]]), tensor([[0.8772]]), tensor([[0.8771]]), tensor([[0.8768]]), tensor([[0.8760]]), tensor([[0.8762]]), tensor([[0.8746]]), tensor([[0.8742]]), tensor([[0.8655]]), tensor([[0.8708]]), tensor([[0.8712]]), tensor([[0.8717]]), tensor([[0.8695]]), tensor([[0.8699]]), tensor([[0.8700]])]",541,580,0.3033088235294117
206,301,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,380,33," meaninglessness, of predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role","[' meaning', 'lessness', ',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',']","[' Gibson', ""'s"", ' works', ' not', ' only', ' critique', ' capitalism', ' but', ' also', ' delve', ' into', ' deeper', ' aspects', ' of', ' human', ' experience', ' and', ' existence', '.', ' By', ' confronting']","[' Sc', 'ug', 'lia', '[', '4', ']', ' holds', ' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role']",1.0," Gibson's works not only critique capitalism but also delve into deeper aspects of human experience and existence. By confronting themes of fragmentation, postmodernism, and the erosion of traditional values, Gibson challenges readers to question the very essence of reality and meaning in a", Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role,tensor([[0.7713]]),7,"[tensor([[0.7406]]), tensor([[0.7406]]), tensor([[0.7146]]), tensor([[0.7569]]), tensor([[0.7209]]), tensor([[0.7706]]), tensor([[0.7713]]), tensor([[0.7555]]), tensor([[0.7579]]), tensor([[0.7606]]), tensor([[0.7617]]), tensor([[0.7666]]), tensor([[0.7638]]), tensor([[0.7634]]), tensor([[0.7677]]), tensor([[0.7667]]), tensor([[0.7590]]), tensor([[0.7632]]), tensor([[0.7618]]), tensor([[0.7708]]), tensor([[0.7657]]), tensor([[0.7565]]), tensor([[0.7599]]), tensor([[0.7512]]), tensor([[0.7453]]), tensor([[0.7385]]), tensor([[0.7445]]), tensor([[0.7368]]), tensor([[0.7414]]), tensor([[0.7353]]), tensor([[0.7423]]), tensor([[0.7362]]), tensor([[0.7301]]), tensor([[0.7321]]), tensor([[0.7353]]), tensor([[0.7297]]), tensor([[0.7381]]), tensor([[0.7327]]), tensor([[0.7283]]), tensor([[0.7335]]), tensor([[0.7252]]), tensor([[0.7278]]), tensor([[0.7280]]), tensor([[0.7308]]), tensor([[0.7360]])]",379,411,0.3033088235294117
208,304,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,321,33," sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist theory may be found","[' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of']","['the', ' individual', ' as', ' artist', '.', ' The', ' premise', ' of', ' capitalist', ' narrative', ' suggests', ' that', ' the', ' goal', ' of', ' the', ' observer', ' is']","[' the', ' participant', ' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be', ' found']",0.7777777777777778,"the individual as artist. The premise of capitalist narrative suggests that the goal of the observer is social comment. Thus, Lyotard uses the term ‘capitalist narrative’ to denote a subdialectic paradox. Bataille promotes the use of capitalist", the participant as artist. A number of situationisms concerning postcapitalist theory may be found,tensor([[0.8952]]),11,"[tensor([[0.7511]]), tensor([[0.7936]]), tensor([[0.7987]]), tensor([[0.8079]]), tensor([[0.8402]]), tensor([[0.8512]]), tensor([[0.8644]]), tensor([[0.8715]]), tensor([[0.8855]]), tensor([[0.8812]]), tensor([[0.8952]]), tensor([[0.8952]]), tensor([[0.8921]]), tensor([[0.8843]]), tensor([[0.8819]]), tensor([[0.8818]]), tensor([[0.8797]]), tensor([[0.8727]]), tensor([[0.8766]]), tensor([[0.8614]]), tensor([[0.8612]]), tensor([[0.8619]]), tensor([[0.8485]]), tensor([[0.8451]]), tensor([[0.8517]]), tensor([[0.8449]]), tensor([[0.8406]]), tensor([[0.8419]]), tensor([[0.8423]]), tensor([[0.8397]]), tensor([[0.8452]]), tensor([[0.8439]]), tensor([[0.8474]]), tensor([[0.8404]]), tensor([[0.8388]]), tensor([[0.8405]]), tensor([[0.8385]]), tensor([[0.8386]])]",320,352,0.3033088235294117
210,307,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,261,29," distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist narrative’ to denote not","[' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again']","['in', ' Gibson', '’s', ' oe', 'uvre', ' in', ' the', ' form', ' of', ' the', ' characters', '’', ' struggle', ' with', ' the', ' notion', ' of']","[' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not']",1.0,"in Gibson’s oeuvre in the form of the characters’ struggle with the notion of identity and the commodification of the self in a hyper-consumerist society. This theme is further explored in his depiction of the virtual reality in novels like ""Ne", in Melrose Place. Marx uses the term ‘capitalist narrative’ to denote not,tensor([[0.7993]]),14,"[tensor([[0.7722]]), tensor([[0.7826]]), tensor([[0.7921]]), tensor([[0.7940]]), tensor([[0.7890]]), tensor([[0.7903]]), tensor([[0.7896]]), tensor([[0.7883]]), tensor([[0.7886]]), tensor([[0.7845]]), tensor([[0.7909]]), tensor([[0.7866]]), tensor([[0.7872]]), tensor([[0.7993]]), tensor([[0.7965]]), tensor([[0.7949]]), tensor([[0.7898]]), tensor([[0.7921]]), tensor([[0.7941]]), tensor([[0.7921]]), tensor([[0.7908]]), tensor([[0.7936]]), tensor([[0.7933]]), tensor([[0.7928]]), tensor([[0.7943]]), tensor([[0.7923]]), tensor([[0.7950]]), tensor([[0.7957]]), tensor([[0.7935]]), tensor([[0.7913]]), tensor([[0.7889]]), tensor([[0.7919]]), tensor([[0.7915]]), tensor([[0.7920]]), tensor([[0.7953]]), tensor([[0.7956]]), tensor([[0.7892]]), tensor([[0.7864]]), tensor([[0.7881]]), tensor([[0.7873]]), tensor([[0.7894]]), tensor([[0.7900]])]",260,288,0.3033088235294117
212,310,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,62,24," of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
","[' of', ' class', '.', ' Lac', 'an', ' uses', ' the', ' term', ' ‘']","['objet', ' petit', ' a', '’', ' to', ' describe', ' the', ' inherent', ' lack', ' and', ' desire', ' in', ' individuals', ',', ' which']","['capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but', ' sub', 'de', 'construction', '.\n']",0.8666666666666667,"objet petit a’ to describe the inherent lack and desire in individuals, which is perpetuated and amplified by capitalist systems. This concept of a constant yearning for something, fueled by external forces, is prevalent in Gibson’s works. In his novels,","capitalist narrative’ to denote not deconstruction, but subdeconstruction.
",tensor([[0.8492]]),21,"[tensor([[0.7853]]), tensor([[0.7542]]), tensor([[0.7533]]), tensor([[0.7978]]), tensor([[0.7967]]), tensor([[0.8274]]), tensor([[0.8301]]), tensor([[0.8256]]), tensor([[0.8267]]), tensor([[0.8241]]), tensor([[0.8259]]), tensor([[0.8267]]), tensor([[0.8286]]), tensor([[0.8256]]), tensor([[0.8238]]), tensor([[0.8255]]), tensor([[0.8251]]), tensor([[0.8250]]), tensor([[0.8221]]), tensor([[0.8485]]), tensor([[0.8492]]), tensor([[0.8428]]), tensor([[0.8437]]), tensor([[0.8394]]), tensor([[0.8395]]), tensor([[0.8405]]), tensor([[0.8386]]), tensor([[0.8376]]), tensor([[0.8446]]), tensor([[0.8376]]), tensor([[0.8326]]), tensor([[0.8368]]), tensor([[0.8467]]), tensor([[0.8350]]), tensor([[0.8341]]), tensor([[0.8303]]), tensor([[0.8183]]), tensor([[0.8391]]), tensor([[0.8232]]), tensor([[0.8238]]), tensor([[0.8307]])]",61,84,0.3033088235294117
214,313,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,8,38,"constructivist feminism
“Class is intrinsically elitist,” says Debord; however, according to Abian[1] , it is not so much class that is intrinsically","['construct', 'ivist', ' feminism', '\n', '“', 'Class', ' is', ' intr']","['ins', 'ically', ' a', ' legal', ' fiction', ',”', ' says', ' Ly', 'ot', 'ard', ';', ' however', ',', ' according', ' to', ' Re', 'icher', ',', ' it', ' is', ' not', ' so', ' much', ' class', ' that', ' is', ' intr', 'ins', 'ically', ' a']","['ins', 'ically', ' elit', 'ist', ',”', ' says', ' Deb', 'ord', ';', ' however', ',', ' according', ' to', ' Ab', 'ian', '[', '1', ']', ' ,', ' it', ' is', ' not', ' so', ' much', ' class', ' that', ' is', ' intr', 'ins', 'ically']",0.4333333333333333,"insically a legal fiction,” says Lyotard; however, according to Reicher, it is not so much class that is intrinsically a legal fiction, but rather the economy, and subsequent stasis, of class. In a sense,","insically elitist,” says Debord; however, according to Abian[1] , it is not so much class that is intrinsically",tensor([[0.8712]]),20,"[tensor([[0.7603]]), tensor([[0.7982]]), tensor([[0.8185]]), tensor([[0.8074]]), tensor([[0.7860]]), tensor([[0.7993]]), tensor([[0.8112]]), tensor([[0.8155]]), tensor([[0.8184]]), tensor([[0.8159]]), tensor([[0.8191]]), tensor([[0.8192]]), tensor([[0.8250]]), tensor([[0.8307]]), tensor([[0.8355]]), tensor([[0.8419]]), tensor([[0.8639]]), tensor([[0.8627]]), tensor([[0.8644]]), tensor([[0.8712]]), tensor([[0.8664]]), tensor([[0.8669]]), tensor([[0.8602]]), tensor([[0.8568]]), tensor([[0.8554]]), tensor([[0.8536]]), tensor([[0.8590]]), tensor([[0.8578]]), tensor([[0.8560]]), tensor([[0.8585]]), tensor([[0.8559]]), tensor([[0.8609]]), tensor([[0.8584]]), tensor([[0.8552]]), tensor([[0.8603]])]",7,44,0.3033088235294117
216,316,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,302,39," works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist.","[' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.']","['In', ' contrast', ',', ' Gibson', ""'s"", ' narratives', ' often', ' rev', 'olve', ' around', ' the', ' central', ' themes', ' of', ' technology', ',', ' globalization', ',', ' and', ' the', ' impact', ' of']","[' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.']",1.0,"In contrast, Gibson's narratives often revolve around the central themes of technology, globalization, and the impact of capitalism on society. His works frequently explore the intersection of humanity and technology, presenting a future where these elements are deeply intertwined. This exploration often"," In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist.",tensor([[0.7760]]),3,"[tensor([[0.7211]]), tensor([[0.7409]]), tensor([[0.7760]]), tensor([[0.7366]]), tensor([[0.7599]]), tensor([[0.7701]]), tensor([[0.7626]]), tensor([[0.7666]]), tensor([[0.7700]]), tensor([[0.7570]]), tensor([[0.7700]]), tensor([[0.7750]]), tensor([[0.7726]]), tensor([[0.7714]]), tensor([[0.7650]]), tensor([[0.7678]]), tensor([[0.7630]]), tensor([[0.7663]]), tensor([[0.7509]]), tensor([[0.7523]]), tensor([[0.7637]]), tensor([[0.7625]]), tensor([[0.7536]]), tensor([[0.7524]]), tensor([[0.7481]]), tensor([[0.7530]]), tensor([[0.7392]]), tensor([[0.7485]]), tensor([[0.7345]]), tensor([[0.7394]]), tensor([[0.7444]]), tensor([[0.7357]]), tensor([[0.7442]]), tensor([[0.7334]]), tensor([[0.7366]]), tensor([[0.7323]]), tensor([[0.7315]]), tensor([[0.7313]]), tensor([[0.7304]]), tensor([[0.7444]]), tensor([[0.7297]]), tensor([[0.7276]]), tensor([[0.7306]])]",301,339,0.3033088235294117
218,319,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,476,38," is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the","[' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard']","['-', 'ian', ' hyper', 're', 'ality', ',', ' where', ' technology', ' and', ' consumer', 'ism', ' reign', ' supreme', '.', ' This', ' hyper', 'real', ' world', ',', ' depicted', ' in', ' Gibson', ""'s"", ' works', ',', ' serves', ' as', ' a', ' critique']","['ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and', ' the']",0.9655172413793104,"-ian hyperreality, where technology and consumerism reign supreme. This hyperreal world, depicted in Gibson's works, serves as a critique of contemporary capitalist society, reflecting the alienation and commodification of individuals within a globalized economy. Through","ist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the",tensor([[0.8003]]),7,"[tensor([[0.7767]]), tensor([[0.7582]]), tensor([[0.7905]]), tensor([[0.7901]]), tensor([[0.7875]]), tensor([[0.7957]]), tensor([[0.8003]]), tensor([[0.7919]]), tensor([[0.7890]]), tensor([[0.7984]]), tensor([[0.7957]]), tensor([[0.7964]]), tensor([[0.7907]]), tensor([[0.7912]]), tensor([[0.7803]]), tensor([[0.7841]]), tensor([[0.7722]]), tensor([[0.7753]]), tensor([[0.7789]]), tensor([[0.7728]]), tensor([[0.7786]]), tensor([[0.7756]]), tensor([[0.7743]]), tensor([[0.7842]]), tensor([[0.7726]]), tensor([[0.7825]]), tensor([[0.7680]]), tensor([[0.7735]]), tensor([[0.7680]]), tensor([[0.7732]]), tensor([[0.7687]]), tensor([[0.7690]]), tensor([[0.7775]]), tensor([[0.7682]]), tensor([[0.7822]]), tensor([[0.7786]])]",475,512,0.3033088235294117
