,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
194,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,17,20,"ically elitist,” says Debord; however, according to Abian[1] , it is","['ically', ' elit', 'ist', ',”', ' says', ' Deb', 'ord', ';', ' however', ',']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' provide', ' a']","[' according', ' to', ' Ab', 'ian', '[', '1', ']', ' ,', ' it', ' is']",1.0,"I'm sorry, but I can't provide a continuation from a specific article or any other copyrighted text such as ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette, because it appears to be a work"," according to Abian[1] , it is",tensor([[0.8290]]),14,"[tensor([[0.7821]]), tensor([[0.8077]]), tensor([[0.7839]]), tensor([[0.7872]]), tensor([[0.7902]]), tensor([[0.7684]]), tensor([[0.7781]]), tensor([[0.7897]]), tensor([[0.7925]]), tensor([[0.8048]]), tensor([[0.8099]]), tensor([[0.8117]]), tensor([[0.8212]]), tensor([[0.8290]]), tensor([[0.8217]]), tensor([[0.8242]]), tensor([[0.8211]]), tensor([[0.8214]]), tensor([[0.8174]]), tensor([[0.8177]]), tensor([[0.7978]]), tensor([[0.7890]]), tensor([[0.7862]]), tensor([[0.7947]]), tensor([[0.7840]]), tensor([[0.7835]]), tensor([[0.7833]]), tensor([[0.7866]]), tensor([[0.7825]]), tensor([[0.7840]]), tensor([[0.7847]]), tensor([[0.7870]]), tensor([[0.7864]]), tensor([[0.7876]]), tensor([[0.7852]]), tensor([[0.7855]]), tensor([[0.7850]]), tensor([[0.7847]]), tensor([[0.7824]])]",16,35
197,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,27,37," according to Abian[1] , it is not so much class that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class","[' according', ' to', ' Ab', 'ian', '[', '1', ']', ' ,', ' it', ' is', ' not', ' so', ' much', ' class', ' that', ' is', ' intr', 'ins']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' continue', ' the', ' text', ' from', ' the', ' article', ' ""', 'Capital', 'ist', ' Narrative', ' in', ' the']","['ically', ' elit', 'ist', ',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class']",0.8947368421052632,"I'm sorry, but I cannot continue the text from the article ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette because it does not exist in my provided data up to my knowledge cutoff date in early","ically elitist, but rather the meaninglessness, and some would say the genre, of class",tensor([[0.8091]]),22,"[tensor([[0.7647]]), tensor([[0.7594]]), tensor([[0.7784]]), tensor([[0.7910]]), tensor([[0.7783]]), tensor([[0.7680]]), tensor([[0.7738]]), tensor([[0.7735]]), tensor([[0.7753]]), tensor([[0.7765]]), tensor([[0.7758]]), tensor([[0.7796]]), tensor([[0.7836]]), tensor([[0.7760]]), tensor([[0.7750]]), tensor([[0.7823]]), tensor([[0.7691]]), tensor([[0.7791]]), tensor([[0.7966]]), tensor([[0.7965]]), tensor([[0.7942]]), tensor([[0.8091]]), tensor([[0.8063]]), tensor([[0.7918]]), tensor([[0.7904]]), tensor([[0.7948]]), tensor([[0.7974]]), tensor([[0.7944]]), tensor([[0.7881]]), tensor([[0.7841]]), tensor([[0.7863]]), tensor([[0.7870]]), tensor([[0.7852]]), tensor([[0.7889]]), tensor([[0.7868]]), tensor([[0.7873]]), tensor([[0.7862]]), tensor([[0.7916]]), tensor([[0.7884]]), tensor([[0.7884]]), tensor([[0.7886]])]",26,62
200,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,94,22," holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a","[' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' am', ' not', ' able', ' to', ' provide', ' ver', 'batim']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a']",1.0,"I'm sorry, but I am not able to provide verbatim text from copyrighted materials such as specific articles, including 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette, if it indeed exists. Instead",modern. The characteristic theme of the works of Spelling is a,tensor([[0.7731]]),18,"[tensor([[0.7609]]), tensor([[0.7596]]), tensor([[0.7170]]), tensor([[0.7180]]), tensor([[0.7157]]), tensor([[0.7196]]), tensor([[0.6907]]), tensor([[0.7016]]), tensor([[0.7007]]), tensor([[0.7135]]), tensor([[0.7423]]), tensor([[0.7569]]), tensor([[0.7587]]), tensor([[0.7563]]), tensor([[0.7567]]), tensor([[0.7604]]), tensor([[0.7589]]), tensor([[0.7731]]), tensor([[0.7670]]), tensor([[0.7661]]), tensor([[0.7544]]), tensor([[0.7537]]), tensor([[0.7511]]), tensor([[0.7539]]), tensor([[0.7564]]), tensor([[0.7567]]), tensor([[0.7600]]), tensor([[0.7563]]), tensor([[0.7602]]), tensor([[0.7630]]), tensor([[0.7640]]), tensor([[0.7688]]), tensor([[0.7681]]), tensor([[0.7686]]), tensor([[0.7688]]), tensor([[0.7623]]), tensor([[0.7634]])]",93,114
203,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,112,33," Spelling is a mythopoetical paradox.
It could be said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills ","[' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' provide', ' the', ' rest', ' of', ' the', ' paragraph', ' from', ' the', ' article', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'""]","[' paradox', '.\n', 'It', ' could', ' be', ' said', ' that', ' D', 'err', 'ida', ' suggests', ' the', ' use', ' of', ' capitalist', ' narrative', ' to', ' challenge', ' the', ' status', ' quo', '.', ' In', ' Beverly', ' Hills', ' ']",0.9615384615384616,"I'm sorry, but I cannot provide the rest of the paragraph from the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as it is likely a copyrighted work. However, I can discuss the"," paradox.
It could be said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills ",tensor([[0.8461]]),31,"[tensor([[0.7668]]), tensor([[0.7349]]), tensor([[0.7247]]), tensor([[0.7264]]), tensor([[0.7264]]), tensor([[0.7191]]), tensor([[0.7312]]), tensor([[0.7380]]), tensor([[0.7386]]), tensor([[0.7417]]), tensor([[0.7433]]), tensor([[0.7685]]), tensor([[0.7675]]), tensor([[0.7676]]), tensor([[0.7717]]), tensor([[0.8018]]), tensor([[0.8125]]), tensor([[0.8128]]), tensor([[0.8115]]), tensor([[0.8152]]), tensor([[0.8130]]), tensor([[0.8223]]), tensor([[0.8232]]), tensor([[0.8298]]), tensor([[0.8353]]), tensor([[0.8326]]), tensor([[0.8380]]), tensor([[0.8355]]), tensor([[0.8378]]), tensor([[0.8401]]), tensor([[0.8461]]), tensor([[0.8375]]), tensor([[0.8406]]), tensor([[0.8372]]), tensor([[0.8403]]), tensor([[0.8324]]), tensor([[0.8411]]), tensor([[0.8418]]), tensor([[0.8411]])]",111,143
206,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,10,24," feminism
“Class is intrinsically elitist,” says Debord; however, according to Abian[1]","[' feminism', '\n', '“', 'Class', ' is', ' intr', 'ins', 'ically', ' elit']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' continue', ' this', ' particular', ' paragraph', ' because', "" '"", 'Capital', 'ist']","['ist', ',”', ' says', ' Deb', 'ord', ';', ' however', ',', ' according', ' to', ' Ab', 'ian', '[', '1', ']']",1.0,"I'm sorry, but I cannot continue this particular paragraph because 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette does not appear to be an actual published work. It seems you may be referencing a fict","ist,” says Debord; however, according to Abian[1]",tensor([[0.7974]]),5,"[tensor([[0.7599]]), tensor([[0.7765]]), tensor([[0.7812]]), tensor([[0.7924]]), tensor([[0.7974]]), tensor([[0.7661]]), tensor([[0.7722]]), tensor([[0.7652]]), tensor([[0.7793]]), tensor([[0.7859]]), tensor([[0.7909]]), tensor([[0.7872]]), tensor([[0.7863]]), tensor([[0.7886]]), tensor([[0.7901]]), tensor([[0.7879]]), tensor([[0.7899]]), tensor([[0.7850]]), tensor([[0.7833]]), tensor([[0.7774]]), tensor([[0.7802]]), tensor([[0.7832]]), tensor([[0.7805]]), tensor([[0.7801]]), tensor([[0.7825]]), tensor([[0.7781]]), tensor([[0.7809]]), tensor([[0.7820]]), tensor([[0.7840]]), tensor([[0.7787]]), tensor([[0.7707]]), tensor([[0.7772]]), tensor([[0.7577]]), tensor([[0.7591]]), tensor([[0.7589]]), tensor([[0.7585]]), tensor([[0.7601]]), tensor([[0.7569]]), tensor([[0.7603]]), tensor([[0.7607]])]",9,32
209,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,300,29,"In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the works","['In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' continue', ' the', ' text', ' directly', ' as', ' it', ' seems', ' to', ' be', ' a', ' fictional', ' reference']","[' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works']",1.0,"I'm sorry, but I cannot continue the text directly as it seems to be a fictional reference and any continuation would be a creation rather than a recitation of an existing text. However, if this were a prompt for an analysis of fictional works within"," is the concept of subconstructivist truth. In a sense, the characteristic theme of the works",tensor([[0.8006]]),46,"[tensor([[0.7400]]), tensor([[0.7473]]), tensor([[0.7253]]), tensor([[0.7299]]), tensor([[0.7241]]), tensor([[0.7278]]), tensor([[0.7285]]), tensor([[0.7357]]), tensor([[0.7456]]), tensor([[0.7570]]), tensor([[0.7630]]), tensor([[0.7629]]), tensor([[0.7663]]), tensor([[0.7681]]), tensor([[0.7710]]), tensor([[0.7794]]), tensor([[0.7749]]), tensor([[0.7782]]), tensor([[0.7782]]), tensor([[0.7833]]), tensor([[0.7817]]), tensor([[0.7784]]), tensor([[0.7780]]), tensor([[0.7821]]), tensor([[0.7838]]), tensor([[0.7800]]), tensor([[0.7864]]), tensor([[0.7902]]), tensor([[0.7914]]), tensor([[0.7906]]), tensor([[0.7937]]), tensor([[0.7908]]), tensor([[0.7843]]), tensor([[0.7835]]), tensor([[0.7924]]), tensor([[0.7856]]), tensor([[0.7856]]), tensor([[0.7905]]), tensor([[0.7812]]), tensor([[0.7856]]), tensor([[0.7924]]), tensor([[0.7896]]), tensor([[0.7954]]), tensor([[0.7927]]), tensor([[0.8005]]), tensor([[0.8006]])]",299,327
212,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,617,21, model of postcapitalist theory states that the collective is capable of truth. Several theories concerning the role of,"[' model', ' of', ' post', 'capital', 'ist', ' theory', ' states']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' paragraph', ' as', ' it', ' appears']","[' that', ' the', ' collective', ' is', ' capable', ' of', ' truth', '.', ' Several', ' theories', ' concerning', ' the', ' role', ' of']",1.0,"I'm sorry, but I can't continue the paragraph as it appears to be from a copyrighted text. However, I can certainly discuss the general idea of postcapitalist theory in the works of William Gibson or provide a summary or analysis if you're", that the collective is capable of truth. Several theories concerning the role of,tensor([[0.8245]]),31,"[tensor([[0.7550]]), tensor([[0.7330]]), tensor([[0.7121]]), tensor([[0.7193]]), tensor([[0.7230]]), tensor([[0.7115]]), tensor([[0.7093]]), tensor([[0.7251]]), tensor([[0.7491]]), tensor([[0.7528]]), tensor([[0.7562]]), tensor([[0.7595]]), tensor([[0.7605]]), tensor([[0.7610]]), tensor([[0.7657]]), tensor([[0.7760]]), tensor([[0.7754]]), tensor([[0.7745]]), tensor([[0.7812]]), tensor([[0.7838]]), tensor([[0.7863]]), tensor([[0.7970]]), tensor([[0.7999]]), tensor([[0.8039]]), tensor([[0.8060]]), tensor([[0.8113]]), tensor([[0.8167]]), tensor([[0.8011]]), tensor([[0.8165]]), tensor([[0.8169]]), tensor([[0.8245]]), tensor([[0.8172]]), tensor([[0.8240]]), tensor([[0.8127]]), tensor([[0.8140]]), tensor([[0.8190]]), tensor([[0.8159]]), tensor([[0.8187]]), tensor([[0.8104]]), tensor([[0.8142]]), tensor([[0.8092]]), tensor([[0.8118]]), tensor([[0.8121]])]",616,636
215,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,280,31," the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
In the works of Spelling, a predominant concept is","[' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' am', ' unable', ' to', ' continue', ' the', ' rest', ' of', ' the', ' paragraph', ' from', ' the', ' article', "" '"", 'Capital', 'ist', ' Narrative', ' in']","[' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n', 'In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept', ' is']",0.9565217391304348,"I'm sorry, but I am unable to continue the rest of the paragraph from the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette, as it appears to be a fictional reference. This article"," denote not dematerialism, but predematerialism.
In the works of Spelling, a predominant concept is",tensor([[0.7703]]),32,"[tensor([[0.7694]]), tensor([[0.7676]]), tensor([[0.7345]]), tensor([[0.7398]]), tensor([[0.7387]]), tensor([[0.7361]]), tensor([[0.7140]]), tensor([[0.7283]]), tensor([[0.7143]]), tensor([[0.7254]]), tensor([[0.7171]]), tensor([[0.7166]]), tensor([[0.7197]]), tensor([[0.7498]]), tensor([[0.7494]]), tensor([[0.7488]]), tensor([[0.7557]]), tensor([[0.7547]]), tensor([[0.7520]]), tensor([[0.7533]]), tensor([[0.7528]]), tensor([[0.7540]]), tensor([[0.7549]]), tensor([[0.7547]]), tensor([[0.7576]]), tensor([[0.7616]]), tensor([[0.7648]]), tensor([[0.7636]]), tensor([[0.7653]]), tensor([[0.7657]]), tensor([[0.7654]]), tensor([[0.7703]]), tensor([[0.7692]]), tensor([[0.7693]]), tensor([[0.7645]]), tensor([[0.7690]]), tensor([[0.7649]]), tensor([[0.7680]]), tensor([[0.7666]])]",279,309
218,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,57,23," would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction","[' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' finish', ' the', ' paragraph', ' you', ' provided', ' as']","[' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction']",1.0,"I'm sorry, but I cannot finish the paragraph you provided as it appears to be from a copyrighted text, and the information and context you've given is not sufficient for me to complete it. However, I can help you with a summary or analysis", uses the term ‘capitalist narrative’ to denote not deconstruction,tensor([[0.7810]]),15,"[tensor([[0.7664]]), tensor([[0.7358]]), tensor([[0.7363]]), tensor([[0.7434]]), tensor([[0.7422]]), tensor([[0.7316]]), tensor([[0.7311]]), tensor([[0.7433]]), tensor([[0.7702]]), tensor([[0.7669]]), tensor([[0.7677]]), tensor([[0.7707]]), tensor([[0.7706]]), tensor([[0.7776]]), tensor([[0.7810]]), tensor([[0.7768]]), tensor([[0.7684]]), tensor([[0.7808]]), tensor([[0.7780]]), tensor([[0.7713]]), tensor([[0.7800]]), tensor([[0.7808]]), tensor([[0.7736]]), tensor([[0.7770]]), tensor([[0.7757]]), tensor([[0.7741]]), tensor([[0.7730]]), tensor([[0.7713]]), tensor([[0.7725]]), tensor([[0.7709]]), tensor([[0.7714]]), tensor([[0.7698]]), tensor([[0.7718]]), tensor([[0.7706]]), tensor([[0.7628]]), tensor([[0.7644]]), tensor([[0.7703]]), tensor([[0.7653]]), tensor([[0.7643]]), tensor([[0.7653]]), tensor([[0.7666]]), tensor([[0.7678]]), tensor([[0.7664]]), tensor([[0.7684]]), tensor([[0.7665]])]",56,78
221,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,453,34,"aterialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul","['aterial', 'ism', '.', ' D', 'err']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' provide', ' ver', 'batim', ' text', ' from', ' copyrighted', ' sources', ' such', ' as', ' the', ' article', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'""]","['ida', ' promotes', ' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul']",1.0,"I'm sorry, but I can't provide verbatim text from copyrighted sources such as the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette, since it could be a real publication protected under copyright","ida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul",tensor([[0.7960]]),25,"[tensor([[0.7425]]), tensor([[0.7321]]), tensor([[0.7068]]), tensor([[0.7183]]), tensor([[0.7170]]), tensor([[0.6970]]), tensor([[0.7267]]), tensor([[0.7562]]), tensor([[0.7538]]), tensor([[0.7536]]), tensor([[0.7392]]), tensor([[0.7533]]), tensor([[0.7557]]), tensor([[0.7551]]), tensor([[0.7536]]), tensor([[0.7677]]), tensor([[0.7862]]), tensor([[0.7928]]), tensor([[0.7918]]), tensor([[0.7889]]), tensor([[0.7944]]), tensor([[0.7904]]), tensor([[0.7925]]), tensor([[0.7933]]), tensor([[0.7960]]), tensor([[0.7895]]), tensor([[0.7910]]), tensor([[0.7897]]), tensor([[0.7938]]), tensor([[0.7950]]), tensor([[0.7943]]), tensor([[0.7948]]), tensor([[0.7921]]), tensor([[0.7944]]), tensor([[0.7928]]), tensor([[0.7942]]), tensor([[0.7951]]), tensor([[0.7934]])]",452,485
224,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,405,34," are empowering. Many appropriations concerning the role of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp’","[' are', ' empowering', '.', ' Many', ' appropriations']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' complete', ' text', ' from', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'"", ' by', ' Henry', ' O', '.', ' C', '.', ' d', '’', 'Er']","[' concerning', ' the', ' role', ' of', ' the', ' writer', ' as', ' observer', ' exist', '.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’']",1.0,"I'm sorry, but I cannot complete text from 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as it appears to be a fictitious reference, likely created to serve as an example or as part"," concerning the role of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp’",tensor([[0.8341]]),33,"[tensor([[0.7722]]), tensor([[0.7474]]), tensor([[0.7311]]), tensor([[0.7312]]), tensor([[0.7342]]), tensor([[0.7338]]), tensor([[0.7321]]), tensor([[0.7580]]), tensor([[0.7601]]), tensor([[0.7729]]), tensor([[0.7777]]), tensor([[0.7783]]), tensor([[0.7795]]), tensor([[0.7813]]), tensor([[0.7824]]), tensor([[0.7937]]), tensor([[0.7932]]), tensor([[0.8037]]), tensor([[0.8075]]), tensor([[0.8148]]), tensor([[0.8152]]), tensor([[0.8133]]), tensor([[0.8173]]), tensor([[0.8201]]), tensor([[0.8206]]), tensor([[0.8213]]), tensor([[0.8150]]), tensor([[0.8237]]), tensor([[0.8243]]), tensor([[0.8319]]), tensor([[0.8313]]), tensor([[0.8270]]), tensor([[0.8341]]), tensor([[0.8329]]), tensor([[0.8292]]), tensor([[0.8321]]), tensor([[0.8299]]), tensor([[0.8296]]), tensor([[0.8296]])]",404,437
227,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,553,26," is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s","[' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' provide', ' the', ' continuation', ' of', ' the', ' text', ' as', ' it']","[' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s']",1.0,"I'm sorry, but I can't provide the continuation of the text as it appears to be from a copyrighted source. However, if you are interested in discussing the theme or concepts mentioned in the title ""Capitalist Narrative in the Works of Gibson,""", the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s,tensor([[0.8618]]),43,"[tensor([[0.7554]]), tensor([[0.7180]]), tensor([[0.7136]]), tensor([[0.7183]]), tensor([[0.7176]]), tensor([[0.6982]]), tensor([[0.7152]]), tensor([[0.7291]]), tensor([[0.7454]]), tensor([[0.7467]]), tensor([[0.7486]]), tensor([[0.7569]]), tensor([[0.7556]]), tensor([[0.7619]]), tensor([[0.7702]]), tensor([[0.7720]]), tensor([[0.7726]]), tensor([[0.7783]]), tensor([[0.7737]]), tensor([[0.7696]]), tensor([[0.7719]]), tensor([[0.7761]]), tensor([[0.7789]]), tensor([[0.7778]]), tensor([[0.7781]]), tensor([[0.7810]]), tensor([[0.7837]]), tensor([[0.7806]]), tensor([[0.7832]]), tensor([[0.7985]]), tensor([[0.8016]]), tensor([[0.8018]]), tensor([[0.8037]]), tensor([[0.8041]]), tensor([[0.8073]]), tensor([[0.8080]]), tensor([[0.8216]]), tensor([[0.8187]]), tensor([[0.8204]]), tensor([[0.8224]]), tensor([[0.8212]]), tensor([[0.8214]]), tensor([[0.8618]])]",552,577
233,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,485,24,"ist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to choose between","['ist', ' simul', 'ac', 'ra', ' that', ' includes']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' provide', ' the', ' continuation', ' of', ' the', ' text', ' as', ' it', ' appears', ' to', ' be']","[' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between']",1.0,"I'm sorry, but I cannot provide the continuation of the text as it appears to be from a copyrighted source, and it seems you are asking for a verbatim continuation. If you are interested in a discussion or summary about capitalistic themes in the"," sexuality as a whole. If Sontagist camp holds, we have to choose between",tensor([[0.8126]]),39,"[tensor([[0.7797]]), tensor([[0.7820]]), tensor([[0.7651]]), tensor([[0.7816]]), tensor([[0.7752]]), tensor([[0.7544]]), tensor([[0.7703]]), tensor([[0.7793]]), tensor([[0.7745]]), tensor([[0.7778]]), tensor([[0.7787]]), tensor([[0.7778]]), tensor([[0.7802]]), tensor([[0.7823]]), tensor([[0.7821]]), tensor([[0.7851]]), tensor([[0.7873]]), tensor([[0.7851]]), tensor([[0.7882]]), tensor([[0.7896]]), tensor([[0.7866]]), tensor([[0.7901]]), tensor([[0.7933]]), tensor([[0.7958]]), tensor([[0.8006]]), tensor([[0.8019]]), tensor([[0.8066]]), tensor([[0.8049]]), tensor([[0.8083]]), tensor([[0.8077]]), tensor([[0.8045]]), tensor([[0.8122]]), tensor([[0.8115]]), tensor([[0.8124]]), tensor([[0.8052]]), tensor([[0.8065]]), tensor([[0.8109]]), tensor([[0.8100]]), tensor([[0.8126]]), tensor([[0.8102]]), tensor([[0.8087]]), tensor([[0.7987]]), tensor([[0.8035]]), tensor([[0.8055]]), tensor([[0.8089]])]",484,507
236,gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,440,21," denote not, in fact, dematerialism, but subdematerialism. Derrida promotes the","[' denote', ' not', ',', ' in', ' fact']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' am', ' unable', ' to', ' provide', ' the', ' continuation', ' of', ' the', ' text', ' from']","[',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the']",0.9375,"I'm sorry, but I am unable to provide the continuation of the text from the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as it is not publicly available text, and I cannot generate",", dematerialism, but subdematerialism. Derrida promotes the",tensor([[0.7844]]),32,"[tensor([[0.7567]]), tensor([[0.7490]]), tensor([[0.7436]]), tensor([[0.7491]]), tensor([[0.7488]]), tensor([[0.7420]]), tensor([[0.7214]]), tensor([[0.7306]]), tensor([[0.7478]]), tensor([[0.7555]]), tensor([[0.7675]]), tensor([[0.7717]]), tensor([[0.7715]]), tensor([[0.7719]]), tensor([[0.7749]]), tensor([[0.7707]]), tensor([[0.7828]]), tensor([[0.7798]]), tensor([[0.7823]]), tensor([[0.7831]]), tensor([[0.7823]]), tensor([[0.7826]]), tensor([[0.7837]]), tensor([[0.7820]]), tensor([[0.7830]]), tensor([[0.7782]]), tensor([[0.7840]]), tensor([[0.7824]]), tensor([[0.7823]]), tensor([[0.7823]]), tensor([[0.7830]]), tensor([[0.7844]]), tensor([[0.7819]]), tensor([[0.7821]]), tensor([[0.7808]]), tensor([[0.7834]]), tensor([[0.7836]]), tensor([[0.7829]]), tensor([[0.7812]]), tensor([[0.7814]])]",439,459
